Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
SHROOM1	ENST00000378679.3	shroom family member 1 	150	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0023	0.0159	0.0812	-0.02	-0.08	< 0.1	NULL
KIAA1549	ENST00000440172.1	KIAA1549 	508	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0081	0.0595	0.4179	-0.02	-0.02	< 0.1	NULL
RNF7	ENST00000273480.3	ring finger protein 7 	377	0	0	0	0	2	0	0	2	0	hsa-miR-199a-3p	0.0007	0.0047	0.0280	-0.02	-0.28	< 0.1	NULL
RAB3C	ENST00000282878.4	RAB3C, member RAS oncogene family 	242	0	0	0	0	3	0	2	1	0	hsa-miR-199a-3p	0.0022	0.0155	0.0796	-0.02	-0.27	< 0.1	NULL
ATM	ENST00000452508.2	ataxia telangiectasia mutated 	26	0	0	0	0	1	1	0	0	0	hsa-miR-199a-3p	0.0164	0.1119	0.5670	-0.02	-0.03	< 0.1	NULL
TTC30B	ENST00000408939.3	tetratricopeptide repeat domain 30B 	63	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0034	0.0253	0.1785	-0.02	-0.02	< 0.1	NULL
HUS1	ENST00000258774.5	HUS1 checkpoint homolog (S. pombe) 	442	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0014	0.0100	0.0686	-0.02	-0.02	< 0.1	NULL
PYGO1	ENST00000302000.6	pygopus homolog 1 (Drosophila) 	104	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0072	0.0519	0.3225	-0.02	-0.02	< 0.1	NULL
PEAK1	ENST00000312493.4	pseudopodium-enriched atypical kinase 1 	209	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0121	0.0864	0.5273	-0.02	-0.02	< 0.1	NULL
IL17RD	ENST00000296318.7	interleukin 17 receptor D 	108	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0033	0.0236	0.1529	-0.02	-0.02	< 0.1	NULL
SLC2A12	ENST00000275230.5	solute carrier family 2 (facilitated glucose transporter), member 12 	136	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0018	0.0129	0.0747	-0.02	-0.14	< 0.1	NULL
USP9X	ENST00000324545.8	ubiquitin specific peptidase 9, X-linked 	2433	1	0	1	0	1	0	0	1	0	hsa-miR-199a-3p	0.0048	0.0326	0.1783	-0.02	-0.24	0.56	NULL
SIKE1	ENST00000369528.5	suppressor of IKBKE 1 	281	0	0	0	0	2	0	1	1	1	hsa-miR-199a-3p	0.0015	0.0108	0.0594	-0.02	-0.27	0.22	NULL
ILDR2	ENST00000469934.2	immunoglobulin-like domain containing receptor 2 	7	0	0	0	0	2	1	0	1	1	hsa-miR-199a-3p	0.0100	0.0699	0.3889	-0.02	-0.06	< 0.1	NULL
UBA6	ENST00000322244.5	ubiquitin-like modifier activating enzyme 6 	169	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0100	0.0703	0.3817	-0.02	-0.07	< 0.1	NULL
RAB4A	ENST00000366690.4	RAB4A, member RAS oncogene family 	850	0	0	0	0	1	0	0	1	2	hsa-miR-199a-3p	0.0012	0.0087	0.0597	-0.02	-0.18	< 0.1	NULL
RBM28	ENST00000223073.2	RNA binding motif protein 28 	297	0	0	0	0	3	1	1	1	2	hsa-miR-199a-3p	0.0091	0.0649	0.3923	-0.02	-0.07	< 0.1	NULL
CCND2	ENST00000261254.3	cyclin D2 	66	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0075	0.0531	0.2971	-0.02	-0.02	< 0.1	NULL
EGFR	ENST00000275493.2	epidermal growth factor receptor 	632	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0076	0.0543	0.3333	-0.02	-0.02	< 0.1	NULL
COX10	ENST00000261643.3	cytochrome c oxidase assembly homolog 10 (yeast) 	72	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0048	0.0346	0.2084	-0.02	-0.02	< 0.1	NULL
FAM162A	ENST00000477892.1	family with sequence similarity 162, member A 	1191	0	0	0	0	1	0	1	0	1	hsa-miR-199a-3p	0.0028	0.0187	0.0826	-0.02	-0.13	< 0.1	NULL
MMS22L	ENST00000275053.4	MMS22-like, DNA repair protein 	102	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0079	0.0555	0.3140	-0.02	-0.03	< 0.1	NULL
ACVRL1	ENST00000550683.1	activin A receptor type II-like 1 	68	0	0	0	0	1	0	0	1	2	hsa-miR-199a-3p	0.0041	0.0299	0.2034	-0.02	-0.03	< 0.1	NULL
IRS1	ENST00000305123.5	insulin receptor substrate 1 	804	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0035	0.0248	0.1415	-0.02	-0.06	< 0.1	NULL
MSH6	ENST00000234420.5	mutS homolog 6 	94	1	0	1	0	1	0	0	1	0	hsa-miR-199a-3p	0.0038	0.0264	0.1460	-0.02	-0.23	0.50	NULL
SNRPD1	ENST00000300413.5	small nuclear ribonucleoprotein D1 polypeptide 16kDa 	1967	0	0	0	0	1	0	0	1	2	hsa-miR-199a-3p	0.0011	0.0078	0.0523	-0.02	-0.14	< 0.1	NULL
RALGAPB	ENST00000397038.1	Ral GTPase activating protein, beta subunit (non-catalytic) 	1120	0	0	0	0	1	0	1	0	2	hsa-miR-199a-3p	0.0109	0.0777	0.4680	-0.02	-0.02	< 0.1	NULL
FAM81A	ENST00000288228.5	family with sequence similarity 81, member A 	53	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0013	0.0097	0.0585	-0.02	-0.06	< 0.1	NULL
PRDM16	ENST00000511072.1	PR domain containing 16 	64	1	0	0	1	0	0	0	0	0	hsa-miR-199a-3p	0.0051	0.0352	0.1765	-0.02	-0.04	0.56	NULL
ZNF708	ENST00000356929.3	zinc finger protein 708 	16	0	0	0	0	3	0	0	3	0	hsa-miR-199a-3p	0.0063	0.0454	0.2900	-0.02	-0.06	< 0.1	NULL
IRGQ	ENST00000422989.1	immunity-related GTPase family, Q 	62	0	0	0	0	1	1	0	0	0	hsa-miR-199a-3p	0.0071	0.0491	0.2568	-0.02	-0.03	< 0.1	NULL
PPM1H	ENST00000228705.6	protein phosphatase, Mg2+/Mn2+ dependent, 1H 	45	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0028	0.0200	0.1196	-0.02	-0.06	< 0.1	NULL
TCEB1	ENST00000518127.1	transcription elongation factor B (SIII), polypeptide 1 (15kDa, elongin C) 	637	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0020	0.0148	0.0994	-0.02	-0.14	< 0.1	NULL
MSANTD4	ENST00000301919.4	Myb/SANT-like DNA-binding domain containing 4 with coiled-coils 	304	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0032	0.0235	0.1580	-0.02	-0.03	< 0.1	NULL
SHISA7	ENST00000376325.4	shisa family member 7 	5	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0041	0.0298	0.2040	-0.02	-0.02	< 0.1	NULL
SORT1	ENST00000256637.6	sortilin 1 	2111	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0058	0.0414	0.2360	-0.02	-0.12	< 0.1	NULL
ZNF507	ENST00000311921.4	zinc finger protein 507 	378	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0034	0.0242	0.1405	-0.02	-0.13	< 0.1	NULL
PPARGC1B	ENST00000309241.5	peroxisome proliferator-activated receptor gamma, coactivator 1 beta 	12	1	0	1	0	0	0	0	0	0	hsa-miR-199a-3p	0.0170	0.1173	0.6110	-0.02	-0.02	0.20	NULL
SRD5A3	ENST00000264228.4	steroid 5 alpha-reductase 3 	402	0	0	0	0	1	1	0	0	0	hsa-miR-199a-3p	0.0020	0.0137	0.0694	-0.02	-0.33	< 0.1	NULL
ENTPD1	ENST00000371207.3	ectonucleoside triphosphate diphosphohydrolase 1 	15	0	0	0	0	1	0	1	0	2	hsa-miR-199a-3p	0.0074	0.0519	0.2875	-0.02	-0.05	< 0.1	NULL
AP1S3	ENST00000396654.2	adaptor-related protein complex 1, sigma 3 subunit 	130	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0014	0.0103	0.0628	-0.02	-0.05	< 0.1	NULL
TMEM161A	ENST00000450333.2	transmembrane protein 161A 	44	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0008	0.0056	0.0368	-0.02	-0.14	< 0.1	NULL
MAGOHB	ENST00000539554.1	mago-nashi homolog B (Drosophila) 	63	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0007	0.0054	0.0375	-0.02	-0.08	< 0.1	NULL
OXNAD1	ENST00000285083.5	oxidoreductase NAD-binding domain containing 1 	230	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0024	0.0177	0.1156	-0.02	-0.08	< 0.1	NULL
VEGFC	ENST00000280193.2	vascular endothelial growth factor C 	267	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0039	0.0278	0.1696	-0.02	-0.19	< 0.1	NULL
ATF1	ENST00000262053.3	activating transcription factor 1 	1599	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0005	0.0037	0.0211	-0.02	-0.20	< 0.1	NULL
TIFA	ENST00000361717.3	TRAF-interacting protein with forkhead-associated domain 	400	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0011	0.0077	0.0406	-0.02	-0.19	< 0.1	NULL
PPP4R4	ENST00000328839.3	protein phosphatase 4, regulatory subunit 4 	20	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0007	0.0053	0.0326	-0.02	-0.14	< 0.1	NULL
TRAPPC10	ENST00000291574.4	trafficking protein particle complex 10 	302	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0040	0.0293	0.2030	-0.01	-0.01	< 0.1	NULL
ERVMER34-1	ENST00000443173.1	endogenous retrovirus group MER34, member 1 	28	0	0	0	0	1	1	0	0	1	hsa-miR-199a-3p	0.0028	0.0194	0.1043	-0.01	-0.14	< 0.1	NULL
TRAF3	ENST00000560371.1	TNF receptor-associated factor 3 	833	0	0	0	0	1	0	1	0	1	hsa-miR-199a-3p	0.0066	0.0464	0.2550	-0.01	-0.02	< 0.1	NULL
DCAF17	ENST00000375255.3	DDB1 and CUL4 associated factor 17 	49	0	0	0	0	2	0	1	1	1	hsa-miR-199a-3p	0.0035	0.0256	0.1630	-0.01	-0.13	< 0.1	NULL
MYO6	ENST00000369981.3	myosin VI 	297	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0030	0.0213	0.1170	-0.01	-0.06	< 0.1	NULL
UNC5C	ENST00000453304.1	unc-5 homolog C (C. elegans) 	60	0	0	0	0	2	0	0	2	2	hsa-miR-199a-3p	0.0131	0.0939	0.5747	-0.01	-0.02	< 0.1	NULL
AGTPBP1	ENST00000376083.3	ATP/GTP binding protein 1 	187	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0029	0.0196	0.0918	-0.01	-0.16	< 0.1	NULL
RAB9A	ENST00000464506.1	RAB9A, member RAS oncogene family 	742	0	0	0	0	2	2	0	0	0	hsa-miR-199a-3p	0.0015	0.0105	0.0564	-0.01	-1.00	< 0.1	NULL
SRSF11	ENST00000370950.3	serine/arginine-rich splicing factor 11 	1201	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0009	0.0068	0.0418	-0.01	-0.14	< 0.1	NULL
ECHDC1	ENST00000528402.1	enoyl CoA hydratase domain containing 1 	457	0	0	0	0	1	0	1	0	2	hsa-miR-199a-3p	0.0007	0.0045	0.0206	-0.01	-0.50	< 0.1	NULL
BRD4	ENST00000263377.2	bromodomain containing 4 	849	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0073	0.0527	0.3401	-0.01	-0.02	< 0.1	NULL
BCAS2	ENST00000369541.3	breast carcinoma amplified sequence 2 	159	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0008	0.0057	0.0358	-0.01	-0.12	< 0.1	NULL
SLFN5	ENST00000299977.4	schlafen family member 5 	195	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0049	0.0354	0.2304	-0.01	-0.03	< 0.1	NULL
ATXN1	ENST00000244769.4	ataxin 1 	106	0	0	0	0	1	0	1	0	1	hsa-miR-199a-3p	0.0162	0.1126	0.6073	-0.01	-0.02	< 0.1	NULL
MYPN	ENST00000358913.5	myopalladin 	73	0	0	0	0	2	2	0	0	1	hsa-miR-199a-3p	0.0167	0.1088	0.5101	-0.01	-0.06	< 0.1	NULL
GPR114	ENST00000340339.4	G protein-coupled receptor 114 	5	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0041	0.0296	0.1993	-0.01	-0.01	< 0.1	NULL
SIGLEC1	ENST00000344754.4	sialic acid binding Ig-like lectin 1, sialoadhesin 	5	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0044	0.0321	0.2159	-0.01	-0.01	< 0.1	NULL
RBAK	ENST00000396912.1	RB-associated KRAB zinc finger 	99	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0066	0.0471	0.2703	-0.01	-0.02	< 0.1	NULL
TRIM31	ENST00000376734.3	tripartite motif containing 31 	41	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0009	0.0067	0.0474	-0.01	-0.01	< 0.1	NULL
ZNF670	ENST00000366503.2	zinc finger protein 670 	117	0	0	0	0	3	1	1	1	1	hsa-miR-199a-3p	0.0031	0.0228	0.1516	-0.01	-0.32	< 0.1	NULL
SESN3	ENST00000536441.1	sestrin 3 	260	1	0	0	1	0	0	0	0	0	hsa-miR-199a-3p	0.0048	0.0320	0.1633	-0.01	-0.16	0.83	NULL
ZNF264	ENST00000263095.6	zinc finger protein 264 	412	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0056	0.0398	0.2311	-0.01	-0.02	< 0.1	NULL
WIPF2	ENST00000323571.4	WAS/WASL interacting protein family, member 2 	214	0	0	0	0	2	0	0	2	1	hsa-miR-199a-3p	0.0033	0.0238	0.1527	-0.01	-0.10	< 0.1	NULL
ZDHHC14	ENST00000359775.5	zinc finger, DHHC-type containing 14 	253	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0024	0.0160	0.0740	-0.01	-0.17	< 0.1	NULL
TMEM53	ENST00000372237.3	transmembrane protein 53 	234	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0004	0.0026	0.0165	-0.01	-0.15	< 0.1	NULL
TCHP	ENST00000405876.4	trichoplein, keratin filament binding 	140	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0020	0.0145	0.0947	-0.01	-0.07	< 0.1	NULL
CCDC90B	ENST00000529689.1	coiled-coil domain containing 90B 	173	0	0	0	0	1	1	0	0	0	hsa-miR-199a-3p	0.0033	0.0231	0.1372	-0.01	-0.28	< 0.1	NULL
RCAN1	ENST00000482533.1	regulator of calcineurin 1 	715	0	0	0	0	2	0	0	2	2	hsa-miR-199a-3p	0.0035	0.0257	0.1711	-0.01	-0.19	< 0.1	NULL
C1orf116	ENST00000359470.5	chromosome 1 open reading frame 116 	17	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0043	0.0305	0.1780	-0.01	-0.02	< 0.1	NULL
SLIT1	ENST00000371070.4	slit homolog 1 (Drosophila) 	15	0	0	0	0	1	0	1	0	1	hsa-miR-199a-3p	0.0111	0.0755	0.3552	-0.01	-0.02	< 0.1	NULL
FAM168A	ENST00000064778.4	family with sequence similarity 168, member A 	68	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0050	0.0364	0.2326	-0.01	-0.02	< 0.1	NULL
CCNB1	ENST00000256442.5	cyclin B1 	6970	0	0	0	0	1	1	0	0	1	hsa-miR-199a-3p	0.0023	0.0171	0.1195	-0.01	-0.31	< 0.1	NULL
TCN2	ENST00000215838.3	transcobalamin II 	132	0	0	0	0	1	1	0	0	0	hsa-miR-199a-3p	0.0008	0.0052	0.0213	-0.01	-0.40	< 0.1	NULL
DENND5B	ENST00000389082.5	DENN/MADD domain containing 5B 	832	0	0	0	0	1	0	0	1	2	hsa-miR-199a-3p	0.0116	0.0845	0.5591	-0.01	-0.01	< 0.1	NULL
NAIF1	ENST00000373078.4	nuclear apoptosis inducing factor 1 	19	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0014	0.0105	0.0734	-0.01	-0.02	< 0.1	NULL
RNF115	ENST00000369291.5	ring finger protein 115 	757	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0022	0.0161	0.1100	-0.01	-0.10	< 0.1	NULL
IDE	ENST00000265986.6	insulin-degrading enzyme 	446	0	0	0	0	2	0	1	1	1	hsa-miR-199a-3p	0.0086	0.0624	0.4099	-0.01	-0.03	< 0.1	NULL
ATAD2B	ENST00000238789.5	ATPase family, AAA domain containing 2B 	11	1	0	1	0	0	0	0	0	1	hsa-miR-199a-3p	0.0072	0.0523	0.3441	-0.01	-0.02	0.65	NULL
STXBP5	ENST00000367481.3	syntaxin binding protein 5 (tomosyn) 	555	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0034	0.0238	0.1366	-0.01	-0.11	< 0.1	NULL
XPNPEP3	ENST00000357137.4	X-prolyl aminopeptidase (aminopeptidase P) 3, putative 	112	0	0	0	0	1	0	1	0	1	hsa-miR-199a-3p	0.0025	0.0163	0.0664	-0.01	-0.16	< 0.1	NULL
VANGL1	ENST00000355485.2	VANGL planar cell polarity protein 1 	721	1	0	1	0	1	0	0	1	0	hsa-miR-199a-3p	0.0021	0.0136	0.0605	-0.01	-0.21	0.57	NULL
VMAC	ENST00000339485.3	vimentin-type intermediate filament associated coiled-coil protein 	28	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0009	0.0068	0.0402	-0.01	-0.07	< 0.1	NULL
CNNM2	ENST00000369878.4	cyclin M2 	517	0	0	0	0	2	0	1	1	5	hsa-miR-199a-3p	0.0072	0.0518	0.3323	-0.01	-0.08	< 0.1	NULL
TMEM8A	ENST00000431232.2	transmembrane protein 8A 	2174	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0024	0.0172	0.1091	-0.01	-0.03	< 0.1	NULL
NUCB1	ENST00000405315.4	nucleobindin 1 	851	0	0	0	0	1	0	1	0	1	hsa-miR-199a-3p	0.0015	0.0108	0.0741	-0.01	-0.09	< 0.1	NULL
MNAT1	ENST00000261245.4	MNAT CDK-activating kinase assembly factor 1 	191	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0004	0.0030	0.0189	-0.01	-0.17	< 0.1	NULL
PHEX	ENST00000537599.1	phosphate regulating endopeptidase homolog, X-linked 	22	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0044	0.0323	0.2226	-0.01	-0.03	< 0.1	NULL
PAK1	ENST00000278568.4	p21 protein (Cdc42/Rac)-activated kinase 1 	374	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0059	0.0431	0.2829	-0.01	-0.02	< 0.1	NULL
ITPRIP	ENST00000337478.1	inositol 1,4,5-trisphosphate receptor interacting protein 	1138	0	0	0	0	1	0	0	1	2	hsa-miR-199a-3p	0.0059	0.0430	0.2915	-0.01	-0.06	< 0.1	NULL
TNNI1	ENST00000361379.4	troponin I type 1 (skeletal, slow) 	5	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0029	0.0212	0.1381	-0.01	-0.01	< 0.1	NULL
PIK3C2B	ENST00000367187.3	phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 beta 	15	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0061	0.0440	0.2734	-0.01	-0.01	< 0.1	NULL
ZNF578	ENST00000421239.2	zinc finger protein 578 	0	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0082	0.0590	0.3713	-0.01	-0.01	< 0.1	NULL
CRBN	ENST00000231948.4	cereblon 	249	0	0	0	0	1	1	0	0	0	hsa-miR-199a-3p	0.0036	0.0250	0.1439	-0.01	-0.45	< 0.1	NULL
RAB13	ENST00000368575.3	RAB13, member RAS oncogene family 	26	0	0	0	0	1	0	1	0	1	hsa-miR-199a-3p	0.0041	0.0294	0.1800	-0.01	-0.22	< 0.1	NULL
CCPG1	ENST00000310958.6	cell cycle progression 1 	808	0	0	0	0	1	1	0	0	0	hsa-miR-199a-3p	0.0035	0.0241	0.1295	-0.01	-0.09	< 0.1	NULL
TRIM13	ENST00000378182.3	tripartite motif containing 13 	139	1	1	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0021	0.0147	0.0890	-0.01	-0.20	< 0.1	NULL
EIF2AK1	ENST00000199389.6	eukaryotic translation initiation factor 2-alpha kinase 1 	1726	0	0	0	0	1	1	0	0	0	hsa-miR-199a-3p	0.0016	0.0102	0.0358	-0.01	-0.23	< 0.1	NULL
ZCCHC4	ENST00000302874.4	zinc finger, CCHC domain containing 4 	199	0	0	0	0	1	1	0	0	0	hsa-miR-199a-3p	0.0048	0.0308	0.1415	-0.01	-0.17	< 0.1	NULL
CYLD	ENST00000540145.1	cylindromatosis (turban tumor syndrome) 	696	0	0	0	0	1	1	0	0	2	hsa-miR-199a-3p	0.0096	0.0632	0.2936	-0.01	-0.05	< 0.1	NULL
SLC46A1	ENST00000440501.1	solute carrier family 46 (folate transporter), member 1 	580	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0028	0.0206	0.1395	-0.01	-0.01	< 0.1	NULL
STARD9	ENST00000290607.7	StAR-related lipid transfer (START) domain containing 9 	80	0	0	0	0	1	1	0	0	1	hsa-miR-199a-3p	0.0052	0.0375	0.2432	-0.01	-0.20	< 0.1	NULL
CTBS	ENST00000370630.5	chitobiase, di-N-acetyl- 	33	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0025	0.0181	0.1169	-0.01	-0.08	< 0.1	NULL
YOD1	ENST00000315927.4	YOD1 deubiquitinase 	55	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0032	0.0230	0.1540	-0.01	-0.01	< 0.1	NULL
BRWD1	ENST00000342449.3	bromodomain and WD repeat domain containing 1 	96	0	0	0	0	2	1	0	1	2	hsa-miR-199a-3p	0.0097	0.0702	0.4512	-0.01	-0.04	< 0.1	NULL
MEF2C	ENST00000340208.5	myocyte enhancer factor 2C 	70	1	1	0	0	0	0	0	0	1	hsa-miR-199a-3p	0.0019	0.0131	0.0687	-0.01	-0.17	< 0.1	NULL
ORC1	ENST00000371568.3	origin recognition complex, subunit 1 	1102	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0011	0.0075	0.0423	-0.01	-0.16	< 0.1	NULL
HPSE2	ENST00000370546.1	heparanase 2 	12	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0050	0.0360	0.2400	-0.01	-0.02	< 0.1	NULL
ZNF799	ENST00000419318.1	zinc finger protein 799 	17	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0032	0.0229	0.1399	-0.01	-0.02	< 0.1	NULL
KDM5B	ENST00000367265.3	lysine (K)-specific demethylase 5B 	187	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0027	0.0194	0.1324	-0.01	-0.08	< 0.1	NULL
SUGT1	ENST00000310528.8	SGT1, suppressor of G2 allele of SKP1 (S. cerevisiae) 	430	0	0	0	0	2	0	0	2	1	hsa-miR-199a-3p	0.0029	0.0209	0.1348	-0.01	-0.09	< 0.1	NULL
ROCK2	ENST00000315872.6	Rho-associated, coiled-coil containing protein kinase 2 	142	0	0	0	0	2	0	0	2	1	hsa-miR-199a-3p	0.0035	0.0257	0.1683	-0.01	-0.02	< 0.1	NULL
ETFDH	ENST00000511912.1	electron-transferring-flavoprotein dehydrogenase 	117	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0030	0.0218	0.1460	-0.01	-0.19	< 0.1	NULL
LSM3	ENST00000306024.3	LSM3 homolog, U6 small nuclear RNA associated (S. cerevisiae) 	304	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0013	0.0097	0.0659	-0.01	-0.18	< 0.1	NULL
PIK3CA	ENST00000263967.3	phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha 	112	0	0	0	0	1	0	1	0	1	hsa-miR-199a-3p	0.0020	0.0139	0.0807	-0.01	-0.14	< 0.1	NULL
MIPOL1	ENST00000327441.7	mirror-image polydactyly 1 	45	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0065	0.0468	0.3028	-0.01	-0.08	< 0.1	NULL
PSD3	ENST00000327040.8	pleckstrin and Sec7 domain containing 3 	133	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0061	0.0445	0.3037	-0.01	-0.02	< 0.1	NULL
DRAXIN	ENST00000294485.5	dorsal inhibitory axon guidance protein 	5	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0029	0.0210	0.1438	-0.01	-0.01	< 0.1	NULL
ANXA11	ENST00000372231.3	annexin A11 	2285	0	0	0	0	1	0	1	0	1	hsa-miR-199a-3p	0.0021	0.0139	0.0615	-0.01	-0.11	< 0.1	NULL
CAND1	ENST00000545606.1	cullin-associated and neddylation-dissociated 1 	1568	0	0	0	0	2	1	0	1	0	hsa-miR-199a-3p	0.0017	0.0116	0.0654	-0.01	-0.18	< 0.1	NULL
CHRNB2	ENST00000368476.3	cholinergic receptor, nicotinic, beta 2 (neuronal) 	16	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0027	0.0199	0.1304	-0.01	-0.01	< 0.1	NULL
PGPEP1	ENST00000597431.2	pyroglutamyl-peptidase I 	82	0	0	0	0	1	0	1	0	1	hsa-miR-199a-3p	0.0012	0.0087	0.0509	-0.01	-0.09	< 0.1	NULL
MMAB	ENST00000545712.2	methylmalonic aciduria (cobalamin deficiency) cblB type 	2107	1	1	0	0	0	0	0	0	0	hsa-miR-199a-3p	0.0009	0.0058	0.0219	-0.01	-0.38	0.65	NULL
C1orf56	ENST00000368926.5	chromosome 1 open reading frame 56 	75	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0012	0.0085	0.0590	-0.01	-0.07	< 0.1	NULL
FMN1	ENST00000334528.9	formin 1 	25	0	0	0	0	1	0	0	1	3	hsa-miR-199a-3p	0.0058	0.0421	0.2680	-0.01	-0.05	< 0.1	NULL
UMPS	ENST00000232607.2	uridine monophosphate synthetase 	374	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0023	0.0159	0.0835	-0.01	-0.06	< 0.1	NULL
ANKRD40	ENST00000285243.6	ankyrin repeat domain 40 	409	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0021	0.0146	0.0807	-0.01	-0.06	< 0.1	NULL
DDX6	ENST00000264018.4	DEAD (Asp-Glu-Ala-Asp) box helicase 6 	11	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0024	0.0177	0.1191	-0.01	-0.02	< 0.1	NULL
