Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
KIF3C	ENST00000264712.3	kinesin family member 3C 	177	1	0	1	0	0	hsa-miR-100-3p				-0.02	-0.02	N/A
SAMD12	ENST00000409003.4	sterile alpha motif domain containing 12 	57	1	0	1	0	1	hsa-miR-100-3p				-0.02	-0.02	N/A
DLGAP3	ENST00000373347.1	discs, large (Drosophila) homolog-associated protein 3 	8	1	0	1	0	0	hsa-miR-100-3p				-0.02	-0.02	N/A
NUCB1	ENST00000405315.4	nucleobindin 1 	851	1	0	1	0	0	hsa-miR-100-3p				-0.02	-0.02	N/A
CCR5	ENST00000292303.4	chemokine (C-C motif) receptor 5 (gene/pseudogene) 	5	1	0	1	0	1	hsa-miR-100-3p				-0.02	-0.02	N/A
ST3GAL1	ENST00000319914.5	ST3 beta-galactoside alpha-2,3-sialyltransferase 1 	59	1	0	1	0	1	hsa-miR-100-3p				-0.02	-0.02	N/A
TNS1	ENST00000171887.4	tensin 1 	591	1	0	1	0	0	hsa-miR-100-3p				-0.02	-0.02	N/A
RAB36	ENST00000263116.2	RAB36, member RAS oncogene family 	7	1	0	1	0	1	hsa-miR-100-3p				-0.02	-0.02	N/A
PRRC2C	ENST00000367742.3	proline-rich coiled-coil 2C 	5	1	0	1	0	1	hsa-miR-100-3p				-0.02	-0.02	N/A
OPRK1	ENST00000265572.3	opioid receptor, kappa 1 	5	1	0	1	0	0	hsa-miR-100-3p				-0.02	-0.02	N/A
ADAMTS18	ENST00000282849.5	ADAM metallopeptidase with thrombospondin type 1 motif, 18 	7	1	0	1	0	0	hsa-miR-100-3p				-0.02	-0.02	N/A
TM9SF4	ENST00000398022.2	transmembrane 9 superfamily protein member 4 	3096	1	0	1	0	0	hsa-miR-100-3p				-0.02	-0.02	N/A
CDR2L	ENST00000337231.5	cerebellar degeneration-related protein 2-like 	28	1	0	1	0	1	hsa-miR-100-3p				-0.02	-0.02	N/A
SETD1B	ENST00000267197.5	SET domain containing 1B 	703	1	0	1	0	1	hsa-miR-100-3p				-0.02	-0.02	N/A
ZNF70	ENST00000341976.3	zinc finger protein 70 	99	2	0	2	0	2	hsa-miR-100-3p				-0.02	-0.06	N/A
CYP27C1	ENST00000335247.7	cytochrome P450, family 27, subfamily C, polypeptide 1 	5	1	0	1	0	0	hsa-miR-100-3p				-0.02	-0.02	N/A
HIF3A	ENST00000377670.4	hypoxia inducible factor 3, alpha subunit 	5	1	0	1	0	0	hsa-miR-100-3p				-0.02	-0.02	N/A
R3HDM4	ENST00000361574.5	R3H domain containing 4 	123	1	0	1	0	0	hsa-miR-100-3p				-0.02	-0.02	N/A
SLC2A10	ENST00000359271.2	solute carrier family 2 (facilitated glucose transporter), member 10 	17	1	0	1	0	0	hsa-miR-100-3p				-0.02	-0.02	N/A
B3GALT5	ENST00000380620.4	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 5 	5	1	0	1	0	2	hsa-miR-100-3p				-0.02	-0.02	N/A
TMX2	ENST00000378312.4	thioredoxin-related transmembrane protein 2 	1344	1	0	1	0	0	hsa-miR-100-3p				-0.02	-0.02	N/A
FAT3	ENST00000298047.6	FAT atypical cadherin 3 	30	1	0	1	0	0	hsa-miR-100-3p				-0.02	-0.02	N/A
OPCML	ENST00000331898.7	opioid binding protein/cell adhesion molecule-like 	5	1	0	1	0	0	hsa-miR-100-3p				-0.02	-0.02	N/A
TSPYL5	ENST00000322128.3	TSPY-like 5 	20	1	0	1	0	0	hsa-miR-100-3p				-0.02	-0.02	N/A
TANC2	ENST00000424789.2	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2 	155	1	0	1	0	2	hsa-miR-100-3p				-0.02	-0.02	N/A
UBXN10	ENST00000375099.3	UBX domain protein 10 	5	1	0	1	0	4	hsa-miR-100-3p				-0.02	-0.02	N/A
ATRNL1	ENST00000355044.3	attractin-like 1 	26	1	0	1	0	1	hsa-miR-100-3p				-0.02	-0.02	N/A
TET3	ENST00000409262.3	tet methylcytosine dioxygenase 3 	1437	1	0	1	0	1	hsa-miR-100-3p				-0.02	-0.02	N/A
TUSC5	ENST00000333813.3	tumor suppressor candidate 5 	5	1	0	1	0	0	hsa-miR-100-3p				-0.02	-0.02	N/A
TRAM2	ENST00000182527.3	translocation associated membrane protein 2 	2774	1	0	1	0	2	hsa-miR-100-3p				-0.02	-0.02	N/A
ZNF106	ENST00000263805.4	zinc finger protein 106 	406	1	0	1	0	1	hsa-miR-100-3p				-0.02	-0.02	N/A
SCAI	ENST00000336505.6	suppressor of cancer cell invasion 	74	2	0	0	2	1	hsa-miR-100-3p				-0.02	-0.07	N/A
FAM83G	ENST00000388995.6	family with sequence similarity 83, member G 	322	1	0	1	0	0	hsa-miR-100-3p				-0.02	-0.02	N/A
ADD1	ENST00000398125.1	adducin 1 (alpha) 	460	1	0	1	0	0	hsa-miR-100-3p				-0.02	-0.02	N/A
NAIF1	ENST00000373078.4	nuclear apoptosis inducing factor 1 	19	1	0	1	0	1	hsa-miR-100-3p				-0.02	-0.03	N/A
HS6ST3	ENST00000376705.2	heparan sulfate 6-O-sulfotransferase 3 	598	1	0	1	0	2	hsa-miR-100-3p				-0.02	-0.02	N/A
STAG1	ENST00000383202.2	stromal antigen 1 	94	1	0	0	1	0	hsa-miR-100-3p				-0.02	-0.03	N/A
ROR1	ENST00000371079.1	receptor tyrosine kinase-like orphan receptor 1 	80	1	0	1	0	1	hsa-miR-100-3p				-0.02	-0.22	N/A
NIN	ENST00000389868.3	ninein (GSK3B interacting protein) 	594	2	0	0	2	0	hsa-miR-100-3p				-0.02	-0.02	N/A
LIFR	ENST00000263409.4	leukemia inhibitory factor receptor alpha 	44	2	0	1	1	1	hsa-miR-100-3p				-0.02	-0.04	N/A
ITGB3	ENST00000559488.1	integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61) 	176	1	0	1	0	1	hsa-miR-100-3p				-0.02	-0.02	N/A
MAU2	ENST00000262815.8	MAU2 sister chromatid cohesion factor 	5234	1	0	1	0	1	hsa-miR-100-3p				-0.02	-0.02	N/A
KSR1	ENST00000398988.3	kinase suppressor of ras 1 	256	1	0	1	0	0	hsa-miR-100-3p				-0.02	-0.02	N/A
MECOM	ENST00000460814.1	MDS1 and EVI1 complex locus 	138	1	0	1	0	0	hsa-miR-100-3p				-0.02	-0.02	N/A
CHRAC1	ENST00000519533.1	chromatin accessibility complex 1 	560	1	0	1	0	0	hsa-miR-100-3p				-0.02	-0.28	N/A
LRP6	ENST00000261349.4	low density lipoprotein receptor-related protein 6 	157	2	0	0	2	2	hsa-miR-100-3p				-0.02	-0.02	N/A
C1orf210	ENST00000523677.1	chromosome 1 open reading frame 210 	43	1	0	1	0	0	hsa-miR-100-3p				-0.02	-0.17	N/A
TAOK1	ENST00000261716.3	TAO kinase 1 	164	2	0	0	2	1	hsa-miR-100-3p				-0.02	-0.02	N/A
GATAD2B	ENST00000368655.4	GATA zinc finger domain containing 2B 	48	1	0	1	0	1	hsa-miR-100-3p				-0.02	-0.09	N/A
ALAD	ENST00000409155.3	aminolevulinate dehydratase 	1922	1	0	1	0	0	hsa-miR-100-3p				-0.02	-0.02	N/A
EAF1	ENST00000396842.2	ELL associated factor 1 	63	1	0	1	0	0	hsa-miR-100-3p				-0.02	-0.02	N/A
STK32B	ENST00000282908.5	serine/threonine kinase 32B 	196	1	0	0	1	1	hsa-miR-100-3p				-0.02	-0.02	N/A
PRKCB	ENST00000303531.7	protein kinase C, beta 	81	1	0	0	1	3	hsa-miR-100-3p				-0.02	-0.02	N/A
C14orf23	ENST00000399387.4	chromosome 14 open reading frame 23 	5	1	0	0	1	1	hsa-miR-100-3p				-0.02	-0.03	N/A
FAM172A	ENST00000395965.3	family with sequence similarity 172, member A 	257	1	0	1	0	1	hsa-miR-100-3p				-0.02	-0.08	N/A
RYBP	ENST00000477973.2	RING1 and YY1 binding protein 	342	1	0	1	0	1	hsa-miR-100-3p				-0.02	-0.02	N/A
AVPR1A	ENST00000299178.2	arginine vasopressin receptor 1A 	9	1	1	0	0	1	hsa-miR-100-3p				-0.02	-0.04	N/A
P4HA2	ENST00000401867.1	prolyl 4-hydroxylase, alpha polypeptide II 	1077	1	0	1	0	1	hsa-miR-100-3p				-0.02	-0.20	N/A
DENND5B	ENST00000389082.5	DENN/MADD domain containing 5B 	832	1	0	1	0	1	hsa-miR-100-3p				-0.02	-0.02	N/A
LRIG2	ENST00000361127.5	leucine-rich repeats and immunoglobulin-like domains 2 	348	1	0	1	0	2	hsa-miR-100-3p				-0.02	-0.02	N/A
SNX8	ENST00000222990.3	sorting nexin 8 	303	1	0	1	0	0	hsa-miR-100-3p				-0.02	-0.02	N/A
TEAD1	ENST00000361905.4	TEA domain family member 1 (SV40 transcriptional enhancer factor) 	740	1	0	0	1	2	hsa-miR-100-3p				-0.02	-0.02	N/A
MNT	ENST00000174618.4	MNT, MAX dimerization protein 	146	1	0	1	0	0	hsa-miR-100-3p				-0.02	-0.02	N/A
KAT7	ENST00000259021.4	K(lysine) acetyltransferase 7 	48	1	0	0	1	1	hsa-miR-100-3p				-0.02	-0.03	N/A
C2orf49	ENST00000258457.2	chromosome 2 open reading frame 49 	161	1	0	1	0	0	hsa-miR-100-3p				-0.02	-0.03	N/A
GMPS	ENST00000496455.2	guanine monphosphate synthase 	867	1	0	1	0	1	hsa-miR-100-3p				-0.02	-0.02	N/A
FRK	ENST00000606080.1	fyn-related kinase 	37	2	0	2	0	2	hsa-miR-100-3p				-0.02	-0.04	N/A
ABHD2	ENST00000352732.5	abhydrolase domain containing 2 	210	1	0	1	0	2	hsa-miR-100-3p				-0.02	-0.02	N/A
KIAA1598	ENST00000260777.10	KIAA1598 	94	1	0	1	0	1	hsa-miR-100-3p				-0.02	-0.06	N/A
POGZ	ENST00000392723.1	pogo transposable element with ZNF domain 	170	1	0	1	0	0	hsa-miR-100-3p				-0.02	-0.02	N/A
ROCK1	ENST00000399799.2	Rho-associated, coiled-coil containing protein kinase 1 	7	1	0	0	1	1	hsa-miR-100-3p				-0.02	-0.02	N/A
PHC3	ENST00000495893.2	polyhomeotic homolog 3 (Drosophila) 	366	2	0	1	1	7	hsa-miR-100-3p				-0.02	-0.04	N/A
TMEM164	ENST00000372073.1	transmembrane protein 164 	711	1	0	1	0	1	hsa-miR-100-3p				-0.02	-0.02	N/A
FLNB	ENST00000357272.4	filamin B, beta 	467	1	0	1	0	0	hsa-miR-100-3p				-0.02	-0.02	N/A
ZNF736	ENST00000423484.2	zinc finger protein 736 	36	1	0	0	1	0	hsa-miR-100-3p				-0.02	-0.02	N/A
AMOTL1	ENST00000317837.9	angiomotin like 1 	712	1	0	1	0	1	hsa-miR-100-3p				-0.02	-0.02	N/A
ZNF516	ENST00000443185.2	zinc finger protein 516 	311	1	0	1	0	1	hsa-miR-100-3p				-0.02	-0.02	N/A
BRI3BP	ENST00000341446.8	BRI3 binding protein 	820	1	0	1	0	0	hsa-miR-100-3p				-0.02	-0.02	N/A
PODXL	ENST00000541194.1	podocalyxin-like 	2928	1	0	0	1	0	hsa-miR-100-3p				-0.02	-0.02	N/A
DYRK3	ENST00000367108.3	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 3 	173	2	1	0	1	2	hsa-miR-100-3p				-0.02	-0.11	N/A
ALG1	ENST00000262374.5	ALG1, chitobiosyldiphosphodolichol beta-mannosyltransferase 	275	1	0	0	1	1	hsa-miR-100-3p				-0.02	-0.03	N/A
SEC22A	ENST00000481965.2	SEC22 vesicle trafficking protein homolog A (S. cerevisiae) 	294	1	0	0	1	0	hsa-miR-100-3p				-0.02	-0.14	N/A
HEXA	ENST00000268097.5	hexosaminidase A (alpha polypeptide) 	209	1	0	0	1	2	hsa-miR-100-3p				-0.02	-0.14	N/A
ZBTB5	ENST00000307750.4	zinc finger and BTB domain containing 5 	281	1	0	1	0	0	hsa-miR-100-3p				-0.02	-0.02	N/A
FOXG1	ENST00000382535.3	forkhead box G1 	40	1	1	0	0	0	hsa-miR-100-3p				-0.02	-0.12	N/A
ZNF827	ENST00000379448.4	zinc finger protein 827 	17	1	0	0	1	1	hsa-miR-100-3p				-0.02	-0.05	N/A
VAPB	ENST00000395802.3	VAMP (vesicle-associated membrane protein)-associated protein B and C 	391	1	0	1	0	1	hsa-miR-100-3p				-0.02	-0.02	N/A
PIANP	ENST00000534837.1	PILR alpha associated neural protein 	8	1	0	1	0	1	hsa-miR-100-3p				-0.02	-0.05	N/A
SYT14	ENST00000399639.2	synaptotagmin XIV 	16	1	0	0	1	1	hsa-miR-100-3p				-0.02	-0.06	N/A
RER1	ENST00000378512.1	RER1 retention in endoplasmic reticulum 1 homolog (S. cerevisiae) 	2954	1	0	1	0	0	hsa-miR-100-3p				-0.02	-0.03	N/A
CHST6	ENST00000332272.4	carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 6 	37	1	0	1	0	1	hsa-miR-100-3p				-0.02	-0.02	N/A
RALBP1	ENST00000383432.3	ralA binding protein 1 	134	1	0	0	1	2	hsa-miR-100-3p				-0.02	-0.13	N/A
CCDC149	ENST00000428116.2	coiled-coil domain containing 149 	187	1	0	1	0	2	hsa-miR-100-3p				-0.02	-0.20	N/A
NIPAL3	ENST00000003912.3	NIPA-like domain containing 3 	775	1	0	1	0	0	hsa-miR-100-3p				-0.02	-0.02	N/A
PSMG1	ENST00000331573.3	proteasome (prosome, macropain) assembly chaperone 1 	31	1	0	0	1	1	hsa-miR-100-3p				-0.02	-0.10	N/A
RDX	ENST00000343115.4	radixin 	44	1	0	0	1	0	hsa-miR-100-3p				-0.02	-0.03	N/A
SLC31A1	ENST00000374212.4	solute carrier family 31 (copper transporter), member 1 	171	2	0	1	1	0	hsa-miR-100-3p				-0.02	-0.15	N/A
PTBP3	ENST00000374257.1	polypyrimidine tract binding protein 3 	214	1	0	1	0	0	hsa-miR-100-3p				-0.02	-0.11	N/A
CHDH	ENST00000315251.6	choline dehydrogenase 	249	1	0	1	0	1	hsa-miR-100-3p				-0.02	-0.02	N/A
MPDZ	ENST00000319217.7	multiple PDZ domain protein 	341	1	0	0	1	1	hsa-miR-100-3p				-0.02	-0.11	N/A
ARHGAP28	ENST00000419673.2	Rho GTPase activating protein 28 	31	1	0	0	1	2	hsa-miR-100-3p				-0.02	-0.02	N/A
SV2C	ENST00000502798.2	synaptic vesicle glycoprotein 2C 	30	1	0	1	0	3	hsa-miR-100-3p				-0.02	-0.02	N/A
TMEM65	ENST00000297632.6	transmembrane protein 65 	769	1	0	0	1	3	hsa-miR-100-3p				-0.02	-0.04	N/A
SLC2A12	ENST00000275230.5	solute carrier family 2 (facilitated glucose transporter), member 12 	136	1	0	1	0	0	hsa-miR-100-3p				-0.02	-0.12	N/A
LPPR5	ENST00000370188.3	Lipid phosphate phosphatase-related protein type 5  	23	1	0	0	1	0	hsa-miR-100-3p				-0.02	-0.08	N/A
MYO18A	ENST00000354329.4	myosin XVIIIA 	159	2	0	0	2	1	hsa-miR-100-3p				-0.02	-0.11	N/A
RASSF5	ENST00000367117.3	Ras association (RalGDS/AF-6) domain family member 5 	27	1	0	1	0	0	hsa-miR-100-3p				-0.02	-0.02	N/A
MECP2	ENST00000303391.6	methyl CpG binding protein 2 (Rett syndrome) 	1474	1	0	1	0	2	hsa-miR-100-3p				-0.02	-0.08	N/A
SFPQ	ENST00000357214.5	splicing factor proline/glutamine-rich 	4735	1	0	0	1	2	hsa-miR-100-3p				-0.02	-0.05	N/A
ZNF460	ENST00000360338.3	zinc finger protein 460 	164	1	0	0	1	3	hsa-miR-100-3p				-0.02	-0.02	N/A
EIF5B	ENST00000289371.6	eukaryotic translation initiation factor 5B 	188	1	0	1	0	1	hsa-miR-100-3p				-0.02	-0.09	N/A
PPP1R3A	ENST00000284601.3	protein phosphatase 1, regulatory subunit 3A 	5	1	0	1	0	1	hsa-miR-100-3p				-0.02	-0.08	N/A
IREB2	ENST00000258886.8	iron-responsive element binding protein 2 	1096	1	0	0	1	0	hsa-miR-100-3p				-0.02	-0.03	N/A
TAZ	ENST00000299328.5	tafazzin 	1269	1	0	0	1	0	hsa-miR-100-3p				-0.02	-0.02	N/A
FAM20B	ENST00000263733.4	family with sequence similarity 20, member B 	113	1	0	1	0	0	hsa-miR-100-3p				-0.02	-0.02	N/A
ANKRD12	ENST00000262126.4	ankyrin repeat domain 12 	11	2	0	0	2	1	hsa-miR-100-3p				-0.02	-0.02	N/A
HFE	ENST00000357618.5	hemochromatosis 	563	1	0	0	1	1	hsa-miR-100-3p				-0.02	-0.08	N/A
AKAP8	ENST00000269701.2	A kinase (PRKA) anchor protein 8 	278	1	0	1	0	1	hsa-miR-100-3p				-0.02	-0.17	N/A
PANX1	ENST00000227638.3	pannexin 1 	576	1	0	0	1	2	hsa-miR-100-3p				-0.02	-0.08	N/A
PLA2G4A	ENST00000367466.3	phospholipase A2, group IVA (cytosolic, calcium-dependent) 	75	1	1	0	0	0	hsa-miR-100-3p				-0.02	-0.26	N/A
KIAA1429	ENST00000437199.1	KIAA1429 	1629	1	0	0	1	1	hsa-miR-100-3p				-0.02	-0.17	N/A
CEP72	ENST00000444221.1	centrosomal protein 72kDa 	230	2	0	0	2	3	hsa-miR-100-3p				-0.02	-0.19	N/A
FAM120B	ENST00000476287.1	family with sequence similarity 120B 	764	1	0	0	1	0	hsa-miR-100-3p				-0.02	-0.11	N/A
ZBTB8B	ENST00000609129.1	zinc finger and BTB domain containing 8B 	18	1	0	1	0	2	hsa-miR-100-3p				-0.02	-0.02	N/A
DCUN1D3	ENST00000324344.4	DCN1, defective in cullin neddylation 1, domain containing 3 	53	1	0	1	0	0	hsa-miR-100-3p				-0.02	-0.03	N/A
MFAP5	ENST00000359478.2	microfibrillar associated protein 5 	216	1	0	0	1	0	hsa-miR-100-3p				-0.02	-0.12	N/A
GLCCI1	ENST00000223145.5	glucocorticoid induced transcript 1 	654	1	0	0	1	0	hsa-miR-100-3p				-0.02	-0.02	N/A
TFCP2L1	ENST00000263707.5	transcription factor CP2-like 1 	36	2	0	0	2	1	hsa-miR-100-3p				-0.02	-0.05	N/A
PARVB	ENST00000338758.7	parvin, beta 	444	1	0	0	1	0	hsa-miR-100-3p				-0.02	-0.05	N/A
SIM2	ENST00000290399.6	single-minded homolog 2 (Drosophila) 	108	1	0	1	0	0	hsa-miR-100-3p				-0.02	-0.05	N/A
TRABD2B	ENST00000606738.2	TraB domain containing 2B 	244	1	0	1	0	1	hsa-miR-100-3p				-0.02	-0.02	N/A
SH3PXD2B	ENST00000311601.5	SH3 and PX domains 2B 	123	1	0	1	0	0	hsa-miR-100-3p				-0.02	-0.03	N/A
RPL28	ENST00000560583.1	ribosomal protein L28 	5407	1	0	1	0	0	hsa-miR-100-3p				-0.02	-0.08	N/A
SNED1	ENST00000310397.8	sushi, nidogen and EGF-like domains 1 	19	2	0	2	0	0	hsa-miR-100-3p				-0.02	-0.04	N/A
ZNF576	ENST00000336564.4	zinc finger protein 576 	786	1	1	0	0	0	hsa-miR-100-3p				-0.02	-0.30	N/A
GPLD1	ENST00000230036.1	glycosylphosphatidylinositol specific phospholipase D1 	51	1	0	1	0	0	hsa-miR-100-3p				-0.02	-0.02	N/A
WDR91	ENST00000344400.5	WD repeat domain 91 	46	1	1	0	0	1	hsa-miR-100-3p				-0.01	-0.15	N/A
ZZEF1	ENST00000381638.2	zinc finger, ZZ-type with EF-hand domain 1 	83	1	0	1	0	0	hsa-miR-100-3p				-0.01	-0.02	N/A
ASXL2	ENST00000435504.4	additional sex combs like 2 (Drosophila) 	139	1	0	0	1	1	hsa-miR-100-3p				-0.01	-0.05	N/A
KIAA0319	ENST00000537886.1	KIAA0319 	12	1	0	1	0	0	hsa-miR-100-3p				-0.01	-0.02	N/A
EPT1	ENST00000260585.7	ethanolaminephosphotransferase 1 (CDP-ethanolamine-specific) 	449	1	0	0	1	2	hsa-miR-100-3p				-0.01	-0.02	N/A
N4BP1	ENST00000262384.3	NEDD4 binding protein 1 	105	1	0	1	0	0	hsa-miR-100-3p				-0.01	-0.02	N/A
COQ7	ENST00000321998.5	coenzyme Q7 homolog, ubiquinone (yeast) 	315	1	0	1	0	0	hsa-miR-100-3p				-0.01	-0.08	N/A
RPS6	ENST00000380394.4	ribosomal protein S6 	380	1	1	0	0	1	hsa-miR-100-3p				-0.01	-0.50	N/A
IRF6	ENST00000367021.3	interferon regulatory factor 6 	28	1	0	1	0	0	hsa-miR-100-3p				-0.01	-0.07	N/A
CUX2	ENST00000261726.6	cut-like homeobox 2 	15	2	0	1	1	0	hsa-miR-100-3p				-0.01	-0.03	N/A
HHIP	ENST00000296575.3	hedgehog interacting protein 	65	1	1	0	0	1	hsa-miR-100-3p				-0.01	-0.04	N/A
YIF1A	ENST00000471387.2	Yip1 interacting factor homolog A (S. cerevisiae) 	211	1	0	1	0	0	hsa-miR-100-3p				-0.01	-0.28	N/A
DENND6B	ENST00000413817.3	DENN/MADD domain containing 6B 	15	1	0	1	0	0	hsa-miR-100-3p				-0.01	-0.03	N/A
ITPRIP	ENST00000337478.1	inositol 1,4,5-trisphosphate receptor interacting protein 	1138	1	0	1	0	3	hsa-miR-100-3p				-0.01	-0.02	N/A
VPS4A	ENST00000254950.11	vacuolar protein sorting 4 homolog A (S. cerevisiae) 	430	1	0	0	1	0	hsa-miR-100-3p				-0.01	-0.10	N/A
SMAD2	ENST00000262160.6	SMAD family member 2 	1196	2	1	1	0	2	hsa-miR-100-3p				-0.01	-0.14	N/A
ZFP82	ENST00000392161.3	ZFP82 zinc finger protein 	42	2	0	0	2	0	hsa-miR-100-3p				-0.01	-0.07	N/A
PLCG2	ENST00000359376.3	phospholipase C, gamma 2 (phosphatidylinositol-specific) 	23	1	0	0	1	1	hsa-miR-100-3p				-0.01	-0.16	N/A
CNOT6L	ENST00000504123.1	CCR4-NOT transcription complex, subunit 6-like 	23	1	0	1	0	4	hsa-miR-100-3p				-0.01	-0.07	N/A
FAM179A	ENST00000379558.4	family with sequence similarity 179, member A 	21	2	0	1	1	3	hsa-miR-100-3p				-0.01	-0.06	N/A
ZNF283	ENST00000324461.7	zinc finger protein 283 	194	1	0	0	1	1	hsa-miR-100-3p				-0.01	-0.04	N/A
GREM1	ENST00000560677.1	gremlin 1, DAN family BMP antagonist 	752	1	1	0	0	3	hsa-miR-100-3p				-0.01	-0.41	N/A
PARVA	ENST00000334956.8	parvin, alpha 	1912	1	0	0	1	1	hsa-miR-100-3p				-0.01	-0.08	N/A
GPCPD1	ENST00000379019.4	glycerophosphocholine phosphodiesterase GDE1 homolog (S. cerevisiae) 	155	1	1	0	0	0	hsa-miR-100-3p				-0.01	-0.05	N/A
LEPROTL1	ENST00000321250.8	leptin receptor overlapping transcript-like 1 	1242	2	1	0	1	3	hsa-miR-100-3p				-0.01	-0.43	N/A
TTL	ENST00000233336.6	tubulin tyrosine ligase 	442	1	0	1	0	4	hsa-miR-100-3p				-0.01	-0.03	N/A
BHMT2	ENST00000255192.3	betaine--homocysteine S-methyltransferase 2 	297	1	0	0	1	0	hsa-miR-100-3p				-0.01	-0.13	N/A
PEX19	ENST00000368072.5	peroxisomal biogenesis factor 19 	1804	1	0	0	1	0	hsa-miR-100-3p				-0.01	-0.12	N/A
USP38	ENST00000307017.4	ubiquitin specific peptidase 38 	419	1	0	1	0	0	hsa-miR-100-3p				-0.01	-0.12	N/A
TOR1A	ENST00000351698.4	torsin family 1, member A (torsin A) 	2491	1	0	0	1	0	hsa-miR-100-3p				-0.01	-0.16	N/A
SNX1	ENST00000353874.4	sorting nexin 1 	1296	1	0	1	0	0	hsa-miR-100-3p				-0.01	-0.02	N/A
C14orf28	ENST00000325192.3	chromosome 14 open reading frame 28 	98	1	1	0	0	1	hsa-miR-100-3p				-0.01	-0.23	N/A
POLL	ENST00000370168.3	polymerase (DNA directed), lambda 	139	1	0	0	1	0	hsa-miR-100-3p				-0.01	-0.09	N/A
CISD2	ENST00000273986.4	CDGSH iron sulfur domain 2 	13	2	1	0	1	1	hsa-miR-100-3p				-0.01	-0.44	N/A
SORL1	ENST00000260197.7	sortilin-related receptor, L(DLR class) A repeats containing 	40	1	0	1	0	1	hsa-miR-100-3p				-0.01	-0.02	N/A
EPHA5	ENST00000273854.3	EPH receptor A5 	48	1	0	1	0	0	hsa-miR-100-3p				-0.01	-0.02	N/A
PPP2R1B	ENST00000527614.1	protein phosphatase 2, regulatory subunit A, beta 	341	1	0	1	0	2	hsa-miR-100-3p				-0.01	-0.08	N/A
ARL8B	ENST00000419534.2	ADP-ribosylation factor-like 8B 	664	1	0	0	1	2	hsa-miR-100-3p				-0.01	-0.09	N/A
C4orf33	ENST00000281146.5	chromosome 4 open reading frame 33 	18	1	0	0	1	1	hsa-miR-100-3p				-0.01	-0.05	N/A
AMT	ENST00000458307.2	aminomethyltransferase 	63	1	0	1	0	1	hsa-miR-100-3p				-0.01	-0.07	N/A
CCDC93	ENST00000376300.2	coiled-coil domain containing 93 	395	1	0	0	1	0	hsa-miR-100-3p				-0.01	-0.05	N/A
FSTL4	ENST00000265342.7	follistatin-like 4 	60	1	0	1	0	0	hsa-miR-100-3p				-0.01	-0.02	N/A
FAM149B1	ENST00000242505.6	family with sequence similarity 149, member B1 	33	1	0	1	0	0	hsa-miR-100-3p				-0.01	-0.09	N/A
STAT5B	ENST00000293328.3	signal transducer and activator of transcription 5B 	329	1	0	1	0	0	hsa-miR-100-3p				-0.01	-0.03	N/A
AZIN1	ENST00000337198.5	antizyme inhibitor 1 	2287	1	0	0	1	1	hsa-miR-100-3p				-0.01	-0.08	N/A
RBFOX1	ENST00000355637.4	RNA binding protein, fox-1 homolog (C. elegans) 1 	5	1	0	0	1	2	hsa-miR-100-3p				-0.01	-0.17	N/A
SP110	ENST00000258381.6	SP110 nuclear body protein 	19	1	0	0	1	2	hsa-miR-100-3p				-0.01	-0.02	N/A
SIT1	ENST00000259608.3	signaling threshold regulating transmembrane adaptor 1 	7	1	0	1	0	1	hsa-miR-100-3p				-0.01	-0.03	N/A
ZFYVE20	ENST00000253699.3	zinc finger, FYVE domain containing 20 	57	1	0	0	1	3	hsa-miR-100-3p				-0.01	-0.12	N/A
GNL1	ENST00000376621.3	guanine nucleotide binding protein-like 1 	1331	1	0	0	1	2	hsa-miR-100-3p				-0.01	-0.07	N/A
ZC3H14	ENST00000251038.5	zinc finger CCCH-type containing 14 	395	2	0	1	1	0	hsa-miR-100-3p				-0.01	-0.18	N/A
SPTBN1	ENST00000356805.4	spectrin, beta, non-erythrocytic 1 	959	1	0	1	0	1	hsa-miR-100-3p				-0.01	-0.11	N/A
PKIA	ENST00000396418.2	protein kinase (cAMP-dependent, catalytic) inhibitor alpha 	542	2	0	0	2	1	hsa-miR-100-3p				-0.01	-0.33	N/A
KIAA2022	ENST00000055682.6	KIAA2022 	5	1	0	0	1	1	hsa-miR-100-3p				-0.01	-0.01	N/A
RCCD1	ENST00000394258.2	RCC1 domain containing 1 	2863	1	0	0	1	0	hsa-miR-100-3p				-0.01	-0.15	N/A
PIAS1	ENST00000249636.6	protein inhibitor of activated STAT, 1 	368	1	0	0	1	0	hsa-miR-100-3p				-0.01	-0.09	N/A
GCNT3	ENST00000396065.1	glucosaminyl (N-acetyl) transferase 3, mucin type 	54	1	0	0	1	0	hsa-miR-100-3p				-0.01	-0.14	N/A
MYO6	ENST00000369981.3	myosin VI 	297	1	1	0	0	2	hsa-miR-100-3p				-0.01	-0.08	N/A
