Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
JAKMIP2	ENST00000507386.1	janus kinase and microtubule interacting protein 2 	26	1	0	0	1	2	hsa-miR-16-2-3p				0	-0.01	N/A
THUMPD3	ENST00000345094.3	THUMP domain containing 3 	445	1	1	0	0	1	hsa-miR-16-2-3p				0	-0.08	N/A
CALM1	ENST00000356978.4	calmodulin 1 (phosphorylase kinase, delta) 	4046	1	0	1	0	1	hsa-miR-16-2-3p				0	-0.02	N/A
ASTN2	ENST00000341734.4	astrotactin 2 	39	3	0	1	2	0	hsa-miR-16-2-3p				0	-0.04	N/A
PIFO	ENST00000369738.4	primary cilia formation 	21	1	0	0	1	0	hsa-miR-16-2-3p				0	-0.01	N/A
ZNF670	ENST00000366503.2	zinc finger protein 670 	117	1	0	0	1	1	hsa-miR-195-3p				0	-0.03	N/A
ZFAND1	ENST00000521895.1	zinc finger, AN1-type domain 1 	496	3	0	2	1	0	hsa-miR-195-3p				0	-0.20	N/A
CNNM2	ENST00000369878.4	cyclin M2 	517	1	1	0	0	1	hsa-miR-16-2-3p				0	-0.03	N/A
MTERF	ENST00000419292.1	mitochondrial transcription termination factor 	42	1	0	1	0	0	hsa-miR-16-2-3p				0	-0.02	N/A
UQCC2	ENST00000607484.1	ubiquinol-cytochrome c reductase complex assembly factor 2 	339	1	0	0	1	0	hsa-miR-16-2-3p				0	-0.04	N/A
ZNF404	ENST00000587539.1	zinc finger protein 404 	319	2	0	1	1	1	hsa-miR-16-2-3p				0	-0.11	N/A
MLLT3	ENST00000380338.4	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3 	385	1	0	1	0	0	hsa-miR-16-2-3p				0	-0.02	N/A
SLC35D1	ENST00000235345.5	solute carrier family 35 (UDP-GlcA/UDP-GalNAc transporter), member D1 	186	1	0	0	1	2	hsa-miR-16-2-3p				0	-0.01	N/A
MRPL51	ENST00000229238.3	mitochondrial ribosomal protein L51 	3123	1	1	0	0	0	hsa-miR-16-2-3p				0	-0.42	N/A
BNIP3L	ENST00000380629.2	BCL2/adenovirus E1B 19kDa interacting protein 3-like 	191	1	0	0	1	0	hsa-miR-195-3p				0	-0.05	N/A
PKNOX1	ENST00000291547.5	PBX/knotted 1 homeobox 1 	297	2	0	0	2	0	hsa-miR-16-2-3p				0	-0.03	N/A
GMPPB	ENST00000480687.1	GDP-mannose pyrophosphorylase B 	425	1	0	0	1	0	hsa-miR-16-2-3p				0	-0.01	N/A
PGBD1	ENST00000259883.3	piggyBac transposable element derived 1 	452	2	1	0	1	0	hsa-miR-16-2-3p				0	-0.06	N/A
ARPC2	ENST00000295685.10	actin related protein 2/3 complex, subunit 2, 34kDa 	153	1	0	0	1	0	hsa-miR-16-2-3p				0	-0.01	N/A
PPIC	ENST00000306442.4	peptidylprolyl isomerase C (cyclophilin C) 	1030	2	1	1	0	1	hsa-miR-16-2-3p				0	-0.17	N/A
TPD52	ENST00000379096.5	tumor protein D52 	4585	1	0	1	0	0	hsa-miR-16-2-3p				0	-0.05	N/A
C7orf63	ENST00000389297.4	chromosome 7 open reading frame 63 	46	1	0	1	0	0	hsa-miR-16-2-3p				0	-0.02	N/A
ZNF556	ENST00000586426.1	zinc finger protein 556 	90	1	1	0	0	0	hsa-miR-195-3p				0	-0.06	N/A
GRID1	ENST00000327946.7	glutamate receptor, ionotropic, delta 1 	45	1	0	1	0	0	hsa-miR-16-2-3p				0	-0.02	N/A
ZNF559	ENST00000393883.2	zinc finger protein 559 	294	3	1	1	1	1	hsa-miR-16-2-3p				0	-0.07	N/A
GSR	ENST00000221130.5	glutathione reductase 	858	2	0	2	0	0	hsa-miR-16-2-3p				0	-0.05	N/A
ANKH	ENST00000284268.6	ANKH inorganic pyrophosphate transport regulator 	770	1	0	1	0	2	hsa-miR-195-3p				0	-0.05	N/A
PLEKHG1	ENST00000367328.1	pleckstrin homology domain containing, family G (with RhoGef domain) member 1 	106	1	1	0	0	1	hsa-miR-16-2-3p				0	-0.03	N/A
PLCXD2	ENST00000477665.1	phosphatidylinositol-specific phospholipase C, X domain containing 2 	5	1	0	0	1	1	hsa-miR-16-2-3p				0	-0.08	N/A
GABRB3	ENST00000311550.5	gamma-aminobutyric acid (GABA) A receptor, beta 3 	267	1	0	1	0	0	hsa-miR-16-2-3p				0	-0.02	N/A
ISL2	ENST00000290759.4	ISL LIM homeobox 2 	381	2	0	1	1	1	hsa-miR-16-2-3p				0	-0.05	N/A
ATG5	ENST00000360666.4	autophagy related 5 	1078	2	0	1	1	0	hsa-miR-195-3p				0	-0.16	N/A
SH3GLB1	ENST00000370558.4	SH3-domain GRB2-like endophilin B1 	3418	2	0	2	0	1	hsa-miR-16-2-3p				0	-0.04	N/A
GJA9	ENST00000454994.2	gap junction protein, alpha 9, 59kDa 	85	2	0	0	2	1	hsa-miR-16-2-3p				0	-0.02	N/A
PGK1	ENST00000373316.4	phosphoglycerate kinase 1 	7680	2	0	1	1	2	hsa-miR-16-2-3p				0	-0.03	N/A
THEM4	ENST00000368814.3	thioesterase superfamily member 4 	262	1	1	0	0	0	hsa-miR-16-2-3p				0	-0.03	N/A
C14orf142	ENST00000306954.4	chromosome 14 open reading frame 142 	66	1	0	1	0	0	hsa-miR-16-2-3p				0	-0.06	N/A
PAIP2B	ENST00000244221.8	poly(A) binding protein interacting protein 2B 	42	1	0	0	1	0	hsa-miR-16-2-3p				0	-0.01	N/A
SPICE1	ENST00000295872.4	spindle and centriole associated protein 1 	160	1	0	1	0	0	hsa-miR-16-2-3p				0	-0.02	N/A
MYCBP	ENST00000397572.2	MYC binding protein 	85	2	0	0	2	1	hsa-miR-16-2-3p				0	-0.02	N/A
SOCS7	ENST00000577233.1	suppressor of cytokine signaling 7 	15	1	0	1	0	2	hsa-miR-16-2-3p				0	-0.02	N/A
LRR1	ENST00000318317.4	leucine rich repeat protein 1 	201	1	0	0	1	0	hsa-miR-16-2-3p				0	-0.09	N/A
KNTC1	ENST00000537348.1	kinetochore associated 1 	437	1	0	1	0	0	hsa-miR-16-2-3p				0	-0.03	N/A
RLN2	ENST00000308420.3	relaxin 2 	20	1	0	0	1	0	hsa-miR-16-2-3p				0	-0.03	N/A
EMC10	ENST00000376918.3	ER membrane protein complex subunit 10 	1981	1	0	0	1	1	hsa-miR-16-2-3p				0	-0.06	N/A
SMARCE1	ENST00000377808.4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1 	252	1	0	0	1	1	hsa-miR-16-2-3p				0	-0.01	N/A
VPS53	ENST00000437048.2	vacuolar protein sorting 53 homolog (S. cerevisiae) 	1332	2	0	2	0	1	hsa-miR-16-2-3p				0	-0.04	N/A
CMTR2	ENST00000338099.5	cap methyltransferase 2 	259	1	0	1	0	0	hsa-miR-16-2-3p				0	-0.03	N/A
RPL28	ENST00000560583.1	ribosomal protein L28 	5407	1	0	0	1	0	hsa-miR-16-2-3p				0	-0.01	N/A
CBX5	ENST00000209875.4	chromobox homolog 5 	360	1	0	0	1	1	hsa-miR-16-2-3p				0	-0.01	N/A
ING1	ENST00000333219.7	inhibitor of growth family, member 1 	142	1	0	0	1	0	hsa-miR-16-2-3p				0	-0.01	N/A
BRMS1L	ENST00000216807.7	breast cancer metastasis-suppressor 1-like 	230	1	0	0	1	2	hsa-miR-16-2-3p				0	-0.10	N/A
FZD5	ENST00000295417.3	frizzled family receptor 5 	122	2	0	0	2	0	hsa-miR-16-2-3p				0	-0.02	N/A
RPL14	ENST00000416518.1	ribosomal protein L14 	8294	1	0	1	0	1	hsa-miR-16-2-3p				0	-0.02	N/A
UBE2F	ENST00000272930.4	ubiquitin-conjugating enzyme E2F (putative) 	905	2	0	0	2	0	hsa-miR-16-2-3p				0	-0.03	N/A
CD59	ENST00000395850.3	CD59 molecule, complement regulatory protein 	19017	1	1	0	0	0	hsa-miR-16-2-3p				0	-0.09	N/A
GNG7	ENST00000382159.3	guanine nucleotide binding protein (G protein), gamma 7 	92	1	0	1	0	0	hsa-miR-16-2-3p				0	-0.02	N/A
PLCG2	ENST00000359376.3	phospholipase C, gamma 2 (phosphatidylinositol-specific) 	23	1	0	1	0	0	hsa-miR-16-2-3p				0	-0.02	N/A
RGS9BP	ENST00000334176.3	regulator of G protein signaling 9 binding protein 	13	1	0	1	0	0	hsa-miR-16-2-3p				0	-0.03	N/A
TUBB	ENST00000327892.8	tubulin, beta class I 	133	1	0	0	1	0	hsa-miR-16-2-3p				0	-0.02	N/A
GAS8	ENST00000268699.4	growth arrest-specific 8 	526	1	0	1	0	0	hsa-miR-195-3p				0	-0.15	N/A
ING2	ENST00000302327.3	inhibitor of growth family, member 2 	193	1	0	1	0	0	hsa-miR-16-2-3p				0	-0.02	N/A
PAFAH1B2	ENST00000527958.1	platelet-activating factor acetylhydrolase 1b, catalytic subunit 2 (30kDa) 	180	2	0	1	1	0	hsa-miR-16-2-3p				0	-0.03	N/A
ANKLE2	ENST00000539605.1	ankyrin repeat and LEM domain containing 2 	504	1	0	1	0	1	hsa-miR-16-2-3p				0	-0.03	N/A
VEZT	ENST00000436874.1	vezatin, adherens junctions transmembrane protein 	1054	2	0	2	0	1	hsa-miR-16-2-3p				0	-0.10	N/A
GOSR1	ENST00000225724.5	golgi SNAP receptor complex member 1 	668	2	0	0	2	1	hsa-miR-16-2-3p				0	-0.02	N/A
HS1BP3	ENST00000304031.3	HCLS1 binding protein 3 	191	1	0	0	1	0	hsa-miR-16-2-3p				0	-0.01	N/A
HJURP	ENST00000411486.2	Holliday junction recognition protein 	2522	2	0	1	1	0	hsa-miR-16-2-3p				0	-0.03	N/A
XPO4	ENST00000400602.2	exportin 4 	718	1	0	0	1	1	hsa-miR-16-2-3p				0	-0.11	N/A
LRRC8D	ENST00000337338.5	leucine rich repeat containing 8 family, member D 	96	1	0	1	0	0	hsa-miR-16-2-3p				0	-0.02	N/A
PTPMT1	ENST00000426530.2	protein tyrosine phosphatase, mitochondrial 1 	6893	1	0	1	0	0	hsa-miR-195-3p				0	-0.09	N/A
FBXO33	ENST00000298097.7	F-box protein 33 	306	1	0	1	0	2	hsa-miR-195-3p				0	-0.10	N/A
RSBN1L	ENST00000334955.8	round spermatid basic protein 1-like 	640	2	0	1	1	0	hsa-miR-16-2-3p				0	-0.03	N/A
IKBKAP	ENST00000374647.5	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase complex-associated protein 	608	2	1	0	1	0	hsa-miR-16-2-3p				0	-0.09	N/A
SULF2	ENST00000359930.4	sulfatase 2 	103	1	0	1	0	0	hsa-miR-16-2-3p				0	-0.02	N/A
SMNDC1	ENST00000369603.5	survival motor neuron domain containing 1 	949	1	1	0	0	0	hsa-miR-16-2-3p				0	-0.04	N/A
ADRBK2	ENST00000324198.6	adrenergic, beta, receptor kinase 2 	215	1	0	0	1	1	hsa-miR-16-2-3p				0	-0.01	N/A
SHC4	ENST00000332408.4	SHC (Src homology 2 domain containing) family, member 4 	61	1	0	0	1	3	hsa-miR-16-2-3p				0	-0.01	N/A
ZNF584	ENST00000599238.1	zinc finger protein 584 	282	3	2	0	1	1	hsa-miR-16-2-3p				0	-0.10	N/A
H2AFJ	ENST00000544848.1	H2A histone family, member J 	482	1	0	1	0	2	hsa-miR-16-2-3p				0	-0.02	N/A
ADAL	ENST00000428046.3	adenosine deaminase-like 	105	1	1	0	0	0	hsa-miR-16-2-3p				0	-0.06	N/A
WBP4	ENST00000379487.3	WW domain binding protein 4 	153	1	0	1	0	1	hsa-miR-16-2-3p				0	-0.12	N/A
PSMG1	ENST00000331573.3	proteasome (prosome, macropain) assembly chaperone 1 	31	1	0	0	1	0	hsa-miR-16-2-3p				0	-0.01	N/A
CYB5B	ENST00000512062.1	cytochrome b5 type B (outer mitochondrial membrane) 	2472	1	1	0	0	0	hsa-miR-16-2-3p				0	-0.16	N/A
TNRC6C	ENST00000335749.4	trinucleotide repeat containing 6C 	248	1	1	0	0	0	hsa-miR-16-2-3p				0	-0.03	N/A
INADL	ENST00000371158.2	InaD-like (Drosophila) 	96	1	0	0	1	0	hsa-miR-16-2-3p				0	-0.02	N/A
TIAF1	ENST00000408971.2	TGFB1-induced anti-apoptotic factor 1 	152	1	0	0	1	0	hsa-miR-16-2-3p				0	-0.01	N/A
MYO18A	ENST00000354329.4	myosin XVIIIA 	159	1	0	0	1	0	hsa-miR-16-2-3p				0	-0.01	N/A
OIP5	ENST00000220514.3	Opa interacting protein 5 	178	1	0	0	1	0	hsa-miR-16-2-3p				0	-0.07	N/A
RPAP2	ENST00000610020.1	RNA polymerase II associated protein 2 	222	1	0	1	0	1	hsa-miR-16-2-3p				0	-0.07	N/A
CLPB	ENST00000294053.3	ClpB caseinolytic peptidase B homolog (E. coli) 	476	2	0	0	2	1	hsa-miR-16-2-3p				0	-0.02	N/A
PITPNC1	ENST00000580974.1	phosphatidylinositol transfer protein, cytoplasmic 1 	797	1	0	1	0	0	hsa-miR-16-2-3p				0	-0.02	N/A
EMC2	ENST00000220853.3	ER membrane protein complex subunit 2 	756	1	0	0	1	2	hsa-miR-195-3p				0	-0.06	N/A
RRP8	ENST00000254605.6	ribosomal RNA processing 8, methyltransferase, homolog (yeast) 	423	1	0	1	0	1	hsa-miR-16-2-3p				0	-0.02	N/A
CMC1	ENST00000466830.1	COX assembly mitochondrial protein 1 homolog (S. cerevisiae) 	1203	2	1	0	1	2	hsa-miR-16-2-3p				0	-0.41	N/A
KIAA0391	ENST00000534898.4	KIAA0391 	822	2	0	0	2	0	hsa-miR-16-2-3p				0	-0.03	N/A
PRMT6	ENST00000370078.1	protein arginine methyltransferase 6 	270	1	0	0	1	1	hsa-miR-195-3p				0	-0.27	N/A
ADSL	ENST00000216194.7	adenylosuccinate lyase 	2319	2	0	1	1	0	hsa-miR-16-2-3p				0	-0.03	N/A
MED20	ENST00000409312.1	mediator complex subunit 20 	32	1	0	0	1	1	hsa-miR-16-2-3p				0	-0.06	N/A
PON2	ENST00000536183.1	paraoxonase 2 	597	3	0	3	0	1	hsa-miR-16-2-3p				0	-0.19	N/A
CALU	ENST00000535011.2	calumenin 	3079	1	0	1	0	2	hsa-miR-16-2-3p				0	-0.02	N/A
TCERG1	ENST00000296702.5	transcription elongation regulator 1 	152	1	0	1	0	0	hsa-miR-195-3p				0	-0.05	N/A
MRPS16	ENST00000372945.3	mitochondrial ribosomal protein S16 	3942	1	0	1	0	1	hsa-miR-16-2-3p				0	-0.08	N/A
GTF2A2	ENST00000396060.2	general transcription factor IIA, 2, 12kDa 	1068	1	0	0	1	0	hsa-miR-16-2-3p				0	-0.07	N/A
RAB32	ENST00000367495.3	RAB32, member RAS oncogene family 	1894	2	2	0	0	1	hsa-miR-16-2-3p				0	-0.20	N/A
N4BP3	ENST00000274605.5	NEDD4 binding protein 3 	35	1	0	0	1	1	hsa-miR-16-2-3p				0	-0.01	N/A
NMRK1	ENST00000376811.1	nicotinamide riboside kinase 1 	178	1	0	0	1	0	hsa-miR-16-2-3p				0	-0.03	N/A
MESDC1	ENST00000267984.2	mesoderm development candidate 1 	84	1	0	0	1	0	hsa-miR-16-2-3p				0	-0.01	N/A
YAP1	ENST00000282441.5	Yes-associated protein 1 	1175	1	0	1	0	1	hsa-miR-16-2-3p				0	-0.02	N/A
NOSIP	ENST00000339093.3	nitric oxide synthase interacting protein 	1785	1	0	0	1	0	hsa-miR-16-2-3p				0	-0.04	N/A
FAS	ENST00000352159.4	Fas cell surface death receptor 	378	1	0	0	1	0	hsa-miR-195-3p				0	-0.11	N/A
SLC45A4	ENST00000519067.1	solute carrier family 45, member 4 	418	1	0	1	0	0	hsa-miR-16-2-3p				0	-0.02	N/A
SKA3	ENST00000314759.5	spindle and kinetochore associated complex subunit 3 	199	2	0	2	0	0	hsa-miR-16-2-3p				0	-0.04	N/A
IMP4	ENST00000409935.1	IMP4, U3 small nucleolar ribonucleoprotein, homolog (yeast) 	955	2	1	0	1	0	hsa-miR-16-2-3p				0	-0.05	N/A
COX7A2L	ENST00000378669.1	cytochrome c oxidase subunit VIIa polypeptide 2 like 	289	1	0	0	1	1	hsa-miR-16-2-3p				0	-0.01	N/A
ARAP1	ENST00000359373.5	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1 	253	1	0	1	0	0	hsa-miR-16-2-3p				0	-0.02	N/A
ZDHHC5	ENST00000287169.3	zinc finger, DHHC-type containing 5 	1505	1	0	1	0	0	hsa-miR-16-2-3p				0	-0.02	N/A
ZMYM4	ENST00000314607.6	zinc finger, MYM-type 4 	280	2	1	1	0	1	hsa-miR-16-2-3p				0	-0.05	N/A
KLHL9	ENST00000359039.4	kelch-like family member 9 	222	1	0	1	0	0	hsa-miR-16-2-3p				0	-0.06	N/A
YTHDF2	ENST00000373812.3	YTH domain family, member 2 	38	1	0	1	0	0	hsa-miR-16-2-3p				0	-0.02	N/A
BID	ENST00000317361.7	BH3 interacting domain death agonist 	187	1	0	1	0	1	hsa-miR-195-3p				0	-0.03	N/A
MXRA7	ENST00000355797.3	matrix-remodelling associated 7 	421	1	0	1	0	0	hsa-miR-16-2-3p				0	-0.02	N/A
RALGAPB	ENST00000397038.1	Ral GTPase activating protein, beta subunit (non-catalytic) 	1120	1	1	0	0	0	hsa-miR-16-2-3p				0	-0.03	N/A
ALDH6A1	ENST00000553458.1	aldehyde dehydrogenase 6 family, member A1 	196	1	0	1	0	2	hsa-miR-16-2-3p				0	-0.10	N/A
RAB13	ENST00000368575.3	RAB13, member RAS oncogene family 	26	1	0	0	1	0	hsa-miR-16-2-3p				0	-0.02	N/A
C12orf4	ENST00000261250.3	chromosome 12 open reading frame 4 	37	1	0	0	1	2	hsa-miR-16-2-3p				0	-0.01	N/A
SSBP2	ENST00000320672.4	single-stranded DNA binding protein 2 	1996	2	0	2	0	2	hsa-miR-16-2-3p				0	-0.04	N/A
PAH	ENST00000553106.1	phenylalanine hydroxylase 	433	1	1	0	0	0	hsa-miR-16-2-3p				0	-0.11	N/A
CEP120	ENST00000306467.5	centrosomal protein 120kDa 	261	1	0	0	1	0	hsa-miR-16-2-3p				0	-0.06	N/A
ANKHD1	ENST00000360839.2	ankyrin repeat and KH domain containing 1 	247	1	0	0	1	0	hsa-miR-195-3p				0	-0.14	N/A
PANX1	ENST00000227638.3	pannexin 1 	576	1	0	0	1	1	hsa-miR-16-2-3p				0	-0.01	N/A
UBE2E2	ENST00000396703.1	ubiquitin-conjugating enzyme E2E 2 	794	2	0	1	1	0	hsa-miR-16-2-3p				0	-0.14	N/A
PCDHB2	ENST00000194155.4	protocadherin beta 2 	199	1	0	0	1	0	hsa-miR-195-3p				0	-0.11	N/A
ZNF71	ENST00000328070.6	zinc finger protein 71 	152	1	0	0	1	0	hsa-miR-16-2-3p				0	-0.01	N/A
NFE2L3	ENST00000056233.3	nuclear factor, erythroid 2-like 3 	36	1	0	1	0	1	hsa-miR-16-2-3p				0	-0.02	N/A
YLPM1	ENST00000552421.1	YLP motif containing 1 	1542	1	1	0	0	0	hsa-miR-16-2-3p				0	-0.12	N/A
BMS1	ENST00000374518.5	BMS1 ribosome biogenesis factor 	48	1	0	0	1	1	hsa-miR-16-2-3p				0	-0.01	N/A
GINM1	ENST00000367419.5	glycoprotein integral membrane 1 	428	2	0	1	1	0	hsa-miR-16-2-3p				0	-0.11	N/A
NOA1	ENST00000264230.4	nitric oxide associated 1 	87	1	0	0	1	0	hsa-miR-16-2-3p				0	-0.01	N/A
SMARCAD1	ENST00000354268.4	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1 	371	1	0	0	1	2	hsa-miR-16-2-3p				0	-0.01	N/A
KLHL7	ENST00000339077.5	kelch-like family member 7 	90	1	0	1	0	0	hsa-miR-16-2-3p				0	-0.02	N/A
CETN3	ENST00000283122.3	centrin, EF-hand protein, 3 	498	1	0	0	1	0	hsa-miR-16-2-3p				0	-0.12	N/A
GDAP1	ENST00000220822.7	ganglioside induced differentiation associated protein 1 	37	1	0	0	1	0	hsa-miR-16-2-3p				0	-0.01	N/A
SELK	ENST00000541726.1	Selenoprotein K  	400	1	0	0	1	0	hsa-miR-16-2-3p				0	-0.15	N/A
MED28	ENST00000237380.7	mediator complex subunit 28 	1483	2	0	1	1	1	hsa-miR-195-3p				0	-0.05	N/A
MCHR2	ENST00000281806.2	melanin-concentrating hormone receptor 2 	5	2	1	1	0	1	hsa-miR-16-2-3p				0	-0.07	N/A
ENDOD1	ENST00000278505.4	endonuclease domain containing 1 	100	1	0	0	1	0	hsa-miR-16-2-3p				0	-0.01	N/A
SMIM15	ENST00000339020.3	small integral membrane protein 15 	1037	1	0	1	0	0	hsa-miR-16-2-3p				0	-0.02	N/A
PCM1	ENST00000524226.1	pericentriolar material 1 	220	1	0	0	1	0	hsa-miR-16-2-3p				0	-0.01	N/A
APOPT1	ENST00000556253.2	apoptogenic 1, mitochondrial 	242	1	0	1	0	0	hsa-miR-16-2-3p				0	-0.02	N/A
CENPI	ENST00000372927.1	centromere protein I 	379	1	1	0	0	2	hsa-miR-16-2-3p				0	-0.12	N/A
RABL3	ENST00000273375.3	RAB, member of RAS oncogene family-like 3 	165	1	0	1	0	0	hsa-miR-16-2-3p				0	-0.02	N/A
TMEM67	ENST00000453321.3	transmembrane protein 67 	219	1	1	0	0	0	hsa-miR-16-2-3p				0	-0.03	N/A
MAPK8	ENST00000374182.3	mitogen-activated protein kinase 8 	227	1	0	1	0	0	hsa-miR-195-3p				0	-0.05	N/A
DARS2	ENST00000361951.4	aspartyl-tRNA synthetase 2, mitochondrial 	422	1	0	1	0	0	hsa-miR-16-2-3p				0	-0.02	N/A
NNMT	ENST00000535401.1	nicotinamide N-methyltransferase 	522	1	0	1	0	0	hsa-miR-16-2-3p				0	-0.02	N/A
NUDT21	ENST00000300291.5	nudix (nucleoside diphosphate linked moiety X)-type motif 21 	629	2	0	1	1	0	hsa-miR-16-2-3p				0	-0.13	N/A
VCL	ENST00000372755.3	vinculin 	189	1	0	0	1	0	hsa-miR-16-2-3p				0	-0.01	N/A
METTL10	ENST00000368836.2	methyltransferase like 10 	919	1	0	1	0	0	hsa-miR-195-3p				0	-0.05	N/A
LIMCH1	ENST00000313860.7	LIM and calponin homology domains 1 	1058	1	0	1	0	0	hsa-miR-16-2-3p				0	-0.02	N/A
DNAL1	ENST00000553645.2	dynein, axonemal, light chain 1 	81	1	0	0	1	3	hsa-miR-16-2-3p				0	-0.01	N/A
PLRG1	ENST00000499023.2	pleiotropic regulator 1 	457	3	1	0	2	0	hsa-miR-16-2-3p				0	-0.11	N/A
ZBTB20	ENST00000462705.1	zinc finger and BTB domain containing 20 	5	4	0	3	1	5	hsa-miR-16-2-3p				0	-0.63	N/A
MMAB	ENST00000545712.2	methylmalonic aciduria (cobalamin deficiency) cblB type 	2107	2	0	1	1	0	hsa-miR-16-2-3p				0	-0.03	N/A
IQGAP2	ENST00000274364.6	IQ motif containing GTPase activating protein 2 	588	1	1	0	0	0	hsa-miR-16-2-3p				0	-0.03	N/A
SARDH	ENST00000371872.4	sarcosine dehydrogenase 	355	1	1	0	0	0	hsa-miR-16-2-3p				0	-0.12	N/A
MTMR10	ENST00000435680.1	myotubularin related protein 10 	30	1	0	0	1	0	hsa-miR-16-2-3p				0	-0.01	N/A
DIS3	ENST00000377767.4	DIS3 mitotic control homolog (S. cerevisiae) 	140	1	0	0	1	0	hsa-miR-16-2-3p				0	-0.01	N/A
STK10	ENST00000176763.5	serine/threonine kinase 10 	655	1	0	0	1	0	hsa-miR-16-2-3p				0	-0.01	N/A
YIPF3	ENST00000372422.2	Yip1 domain family, member 3 	616	1	0	0	1	0	hsa-miR-16-2-3p				0	-0.09	N/A
RBBP8	ENST00000399722.2	retinoblastoma binding protein 8 	88	1	0	0	1	1	hsa-miR-16-2-3p				0	-0.01	N/A
IWS1	ENST00000295321.4	IWS1 homolog (S. cerevisiae) 	343	1	0	0	1	1	hsa-miR-16-2-3p				0	-0.03	N/A
TSPYL1	ENST00000368608.3	TSPY-like 1 	2195	3	1	0	2	2	hsa-miR-16-2-3p				0	-0.06	N/A
NCKAP1	ENST00000361354.4	NCK-associated protein 1 	700	3	0	1	2	1	hsa-miR-16-2-3p				0	-0.14	N/A
DIRC2	ENST00000261038.5	disrupted in renal carcinoma 2 	1041	1	0	1	0	0	hsa-miR-195-3p				0	-0.10	N/A
KLHL14	ENST00000359358.4	kelch-like family member 14 	66	1	0	1	0	1	hsa-miR-195-3p				0	-0.04	N/A
MMADHC	ENST00000303319.5	methylmalonic aciduria (cobalamin deficiency) cblD type, with homocystinuria 	250	1	0	0	1	1	hsa-miR-16-2-3p				0	-0.01	N/A
GSTM3	ENST00000540225.1	glutathione S-transferase mu 3 (brain) 	1071	1	1	0	0	0	hsa-miR-16-2-3p				0	-0.09	N/A
DNAJC18	ENST00000302060.5	DnaJ (Hsp40) homolog, subfamily C, member 18 	253	1	0	1	0	1	hsa-miR-16-2-3p				0	-0.02	N/A
ABCB1	ENST00000265724.3	ATP-binding cassette, sub-family B (MDR/TAP), member 1 	161	2	1	1	0	0	hsa-miR-16-2-3p				0	-0.24	N/A
MRPL3	ENST00000264995.3	mitochondrial ribosomal protein L3 	943	2	0	2	0	2	hsa-miR-16-2-3p				0	-0.08	N/A
ASAH2B	ENST00000374007.1	N-acylsphingosine amidohydrolase (non-lysosomal ceramidase) 2B 	5	2	1	0	1	2	hsa-miR-16-2-3p				0	-0.45	N/A
HIF1AN	ENST00000299163.6	hypoxia inducible factor 1, alpha subunit inhibitor 	1545	1	0	0	1	2	hsa-miR-16-2-3p				0	-0.01	N/A
ATP5A1	ENST00000282050.2	ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle 	690	1	0	1	0	1	hsa-miR-16-2-3p				0	-0.02	N/A
DNA2	ENST00000399180.2	DNA replication helicase/nuclease 2 	81	1	0	1	0	0	hsa-miR-16-2-3p				0	-0.02	N/A
WDR3	ENST00000349139.5	WD repeat domain 3 	1166	1	0	0	1	3	hsa-miR-16-2-3p				0	-0.01	N/A
HAS2	ENST00000303924.4	hyaluronan synthase 2 	398	2	1	1	0	1	hsa-miR-16-2-3p				0	-0.05	N/A
FARP1	ENST00000595437.1	FERM, RhoGEF (ARHGEF) and pleckstrin domain protein 1 (chondrocyte-derived) 	530	1	0	0	1	0	hsa-miR-195-3p				0	-0.02	N/A
RBFOX2	ENST00000449924.2	RNA binding protein, fox-1 homolog (C. elegans) 2 	262	1	0	0	1	2	hsa-miR-16-2-3p				0	-0.02	N/A
RAP2B	ENST00000323534.2	RAP2B, member of RAS oncogene family 	594	1	0	0	1	1	hsa-miR-16-2-3p				0	-0.05	N/A
FAM83D	ENST00000217429.4	family with sequence similarity 83, member D 	600	1	1	0	0	1	hsa-miR-16-2-3p				0	-0.04	N/A
PSMC4	ENST00000157812.2	proteasome (prosome, macropain) 26S subunit, ATPase, 4 	7388	1	1	0	0	1	hsa-miR-195-3p				0	-0.14	N/A
CRTAP	ENST00000320954.6	cartilage associated protein 	3154	1	0	1	0	1	hsa-miR-16-2-3p				0	-0.02	N/A
IFT74	ENST00000380062.5	intraflagellar transport 74 homolog (Chlamydomonas) 	246	1	0	1	0	1	hsa-miR-16-2-3p				0	-0.06	N/A
WDR37	ENST00000358220.1	WD repeat domain 37 	107	1	0	1	0	2	hsa-miR-16-2-3p				0	-0.02	N/A
CKAP4	ENST00000378026.4	cytoskeleton-associated protein 4 	1923	1	1	0	0	0	hsa-miR-16-2-3p				0	-0.07	N/A
