Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
FAM210A	ENST00000322247.3	family with sequence similarity 210, member A 	222	0	0	0	0	1	0	0	1	0	hsa-miR-199b-5p	0.0006	0.0043	0.0293	-0.01	-0.07	< 0.1	NULL
LGI2	ENST00000382114.4	leucine-rich repeat LGI family, member 2 	32	0	0	0	0	1	1	0	0	1	hsa-miR-199a-5p	0.0022	0.0159	0.0893	-0.01	-0.05	< 0.1	NULL
SLC25A33	ENST00000302692.6	solute carrier family 25 (pyrimidine nucleotide carrier), member 33 	2021	0	0	0	0	2	0	0	2	1	hsa-miR-199b-5p	0.0011	0.0080	0.0440	-0.01	-0.25	0.11	NULL
ZFAND3	ENST00000287218.4	zinc finger, AN1-type domain 3 	86	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0009	0.0065	0.0464	-0.01	-0.02	< 0.1	NULL
ZSCAN2	ENST00000541040.1	zinc finger and SCAN domain containing 2 	125	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0003	0.0024	0.0158	-0.01	-0.12	< 0.1	NULL
HDAC4	ENST00000345617.3	histone deacetylase 4 	48	0	0	0	0	1	0	0	1	6	hsa-miR-199a-5p	0.0038	0.0280	0.1891	-0.01	-0.04	< 0.1	NULL
PACRGL	ENST00000502374.1	PARK2 co-regulated-like 	314	1	0	1	0	0	0	0	0	1	hsa-miR-199a-5p	0.0046	0.0315	0.1776	-0.01	-0.39	0.93	NULL
EXD2	ENST00000409018.3	exonuclease 3'-5' domain containing 2 	3135	0	0	0	0	1	0	0	1	2	hsa-miR-199a-5p	0.0019	0.0138	0.0957	-0.01	-0.15	< 0.1	NULL
PTPN9	ENST00000306726.2	protein tyrosine phosphatase, non-receptor type 9 	644	1	0	1	0	0	0	0	0	0	hsa-miR-199a-5p	0.0011	0.0077	0.0500	-0.01	-0.08	0.30	2005, 2007
PGR	ENST00000325455.5	progesterone receptor 	8	0	0	0	0	2	0	0	2	3	hsa-miR-199a-5p	0.0058	0.0426	0.2917	-0.01	-0.02	< 0.1	NULL
ATP5F1	ENST00000369722.3	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1 	347	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0008	0.0058	0.0363	-0.01	-0.11	< 0.1	NULL
THAP2	ENST00000308086.2	THAP domain containing, apoptosis associated protein 2 	109	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0015	0.0108	0.0750	-0.01	-0.06	< 0.1	NULL
ZNF708	ENST00000356929.3	zinc finger protein 708 	16	0	0	0	0	1	0	0	1	4	hsa-miR-199b-5p	0.0070	0.0507	0.3449	-0.01	-0.06	< 0.1	NULL
HIC2	ENST00000407464.2	hypermethylated in cancer 2 	28	0	0	0	0	1	0	0	1	4	hsa-miR-199a-5p	0.0019	0.0136	0.0913	-0.01	-0.07	0.37	2005, 2007, 2011
SREBF1	ENST00000395757.1	sterol regulatory element binding transcription factor 1 	387	0	0	0	0	1	1	0	0	0	hsa-miR-199a-5p	0.0018	0.0133	0.0878	-0.01	-0.03	< 0.1	NULL
SPOCK2	ENST00000373109.2	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 2 	31	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0023	0.0167	0.1171	-0.01	-0.02	< 0.1	NULL
COL23A1	ENST00000390654.3	collagen, type XXIII, alpha 1 	15	0	0	0	0	2	0	2	0	2	hsa-miR-199a-5p	0.0008	0.0055	0.0402	-0.01	-0.05	0.22	NULL
BRD3	ENST00000303407.7	bromodomain containing 3 	77	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0046	0.0329	0.2036	-0.01	-0.13	< 0.1	NULL
ZIC1	ENST00000282928.4	Zic family member 1 	26	0	0	0	0	1	0	1	0	1	hsa-miR-199a-5p	0.0016	0.0112	0.0627	-0.01	-0.06	< 0.1	NULL
SLC31A1	ENST00000374212.4	solute carrier family 31 (copper transporter), member 1 	171	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0006	0.0043	0.0284	-0.01	-0.11	0.11	NULL
RPLP1	ENST00000260379.6	ribosomal protein, large, P1 	1136	0	0	0	0	1	0	1	0	1	hsa-miR-199a-5p	0.0007	0.0048	0.0298	-0.01	-0.16	< 0.1	NULL
ADM2	ENST00000395738.2	adrenomedullin 2 	129	0	0	0	0	1	0	0	1	1	hsa-miR-199a-5p	0.0035	0.0254	0.1766	-0.01	-0.01	< 0.1	NULL
ZFPM1	ENST00000319555.3	zinc finger protein, FOG family member 1 	168	0	0	0	0	1	0	0	1	2	hsa-miR-199a-5p	0.0008	0.0058	0.0398	-0.01	-0.13	< 0.1	NULL
RPL28	ENST00000560583.1	ribosomal protein L28 	5407	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0003	0.0021	0.0146	-0.01	-0.06	< 0.1	NULL
OLFM2	ENST00000264833.4	olfactomedin 2 	65	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0004	0.0032	0.0206	-0.01	-0.09	< 0.1	NULL
KLHL18	ENST00000232766.5	kelch-like family member 18 	74	0	0	0	0	1	0	0	1	2	hsa-miR-199b-5p	0.0046	0.0338	0.2346	-0.01	-0.09	0.13	NULL
IER3IP1	ENST00000256433.3	immediate early response 3 interacting protein 1 	1727	0	0	0	0	1	0	1	0	1	hsa-miR-199a-5p	0.0017	0.0122	0.0749	-0.01	-0.12	< 0.1	NULL
KIAA1549L	ENST00000321505.4	KIAA1549-like 	117	0	0	0	0	1	1	0	0	0	hsa-miR-199a-5p	0.0108	0.0770	0.4752	-0.01	-0.03	< 0.1	NULL
IKBIP	ENST00000299157.4	IKBKB interacting protein 	183	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0011	0.0077	0.0533	-0.01	-0.02	< 0.1	NULL
CNNM2	ENST00000369878.4	cyclin M2 	517	0	0	0	0	2	0	1	1	2	hsa-miR-199a-5p	0.0093	0.0653	0.3690	-0.01	-0.10	0.15	NULL
CTTNBP2NL	ENST00000271277.6	CTTNBP2 N-terminal like 	182	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0045	0.0328	0.2245	-0.01	-0.16	< 0.1	NULL
IBA57	ENST00000366711.3	IBA57, iron-sulfur cluster assembly homolog (S. cerevisiae) 	66	0	0	0	0	1	0	1	0	3	hsa-miR-199a-5p	0.0019	0.0139	0.0928	-0.01	-0.03	< 0.1	NULL
MRPS30	ENST00000507110.1	mitochondrial ribosomal protein S30 	4883	0	0	0	0	2	0	0	2	0	hsa-miR-199b-5p	0.0014	0.0097	0.0547	-0.01	-0.12	< 0.1	NULL
PSAPL1	ENST00000319098.4	prosaposin-like 1 (gene/pseudogene) 	25	0	0	0	0	1	0	1	0	2	hsa-miR-199a-5p	0.0017	0.0128	0.0916	-0.01	-0.02	< 0.1	NULL
RPL15	ENST00000307839.5	ribosomal protein L15 	5211	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0009	0.0060	0.0271	-0.01	-0.20	< 0.1	NULL
EIF2AK2	ENST00000233057.4	eukaryotic translation initiation factor 2-alpha kinase 2 	292	0	0	0	0	1	0	1	0	2	hsa-miR-199a-5p	0.0094	0.0671	0.4114	-0.01	-0.02	< 0.1	NULL
CERS4	ENST00000559336.1	ceramide synthase 4 	1182	0	0	0	0	1	1	0	0	1	hsa-miR-199a-5p	0.0010	0.0068	0.0339	-0.01	-0.30	< 0.1	NULL
C17orf85	ENST00000158149.3	chromosome 17 open reading frame 85 	718	1	1	0	0	0	0	0	0	1	hsa-miR-199a-5p	0.0028	0.0193	0.1115	-0.01	-0.26	0.43	NULL
USP49	ENST00000394253.3	ubiquitin specific peptidase 49 	44	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0027	0.0195	0.1227	-0.01	-0.04	< 0.1	NULL
JDP2	ENST00000435893.2	Jun dimerization protein 2 	110	0	0	0	0	1	0	0	1	2	hsa-miR-199a-5p	0.0009	0.0062	0.0368	-0.01	-0.09	< 0.1	NULL
TRMT10A	ENST00000394877.3	tRNA methyltransferase 10 homolog A (S. cerevisiae) 	89	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0010	0.0075	0.0515	-0.01	-0.05	< 0.1	NULL
SERTAD4	ENST00000367012.3	SERTA domain containing 4 	296	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0019	0.0134	0.0809	-0.01	-0.04	< 0.1	NULL
NHP2	ENST00000314397.4	NHP2 ribonucleoprotein 	77	0	0	0	0	1	1	0	0	0	hsa-miR-199a-5p	0.0011	0.0082	0.0571	-0.01	-0.41	< 0.1	NULL
AKAP11	ENST00000025301.2	A kinase (PRKA) anchor protein 11 	71	0	0	0	0	1	0	0	1	0	hsa-miR-199b-5p	0.0078	0.0566	0.3813	-0.01	-0.01	0.13	NULL
PRICKLE1	ENST00000455697.1	prickle homolog 1 (Drosophila) 	146	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0042	0.0303	0.2063	-0.01	-0.04	< 0.1	NULL
HMGA1	ENST00000347617.6	high mobility group AT-hook 1 	2024	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0009	0.0066	0.0476	-0.01	-0.01	< 0.1	NULL
CASD1	ENST00000297273.4	CAS1 domain containing 1 	270	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0014	0.0100	0.0505	-0.01	-0.09	0.25	NULL
ZFYVE28	ENST00000508471.1	zinc finger, FYVE domain containing 28 	18	0	0	0	0	1	0	1	0	3	hsa-miR-199a-5p	0.0024	0.0177	0.1242	-0.01	-0.02	< 0.1	NULL
CA12	ENST00000178638.3	carbonic anhydrase XII 	42	1	1	0	0	0	0	0	0	3	hsa-miR-199a-5p	0.0039	0.0283	0.1896	-0.01	-0.08	0.22	NULL
HNRNPLL	ENST00000449105.3	heterogeneous nuclear ribonucleoprotein L-like 	753	0	0	0	0	2	0	1	1	0	hsa-miR-199b-5p	0.0021	0.0148	0.0866	-0.01	-0.30	< 0.1	NULL
DDHD1	ENST00000323669.5	DDHD domain containing 1 	103	0	0	0	0	1	1	0	0	0	hsa-miR-199a-5p	0.0055	0.0394	0.2445	-0.01	-0.09	< 0.1	NULL
RBMS3	ENST00000396583.3	RNA binding motif, single stranded interacting protein 3 	56	0	0	0	0	1	0	0	1	2	hsa-miR-199a-5p	0.0047	0.0339	0.2168	-0.01	-0.02	< 0.1	NULL
EDEM1	ENST00000256497.4	ER degradation enhancer, mannosidase alpha-like 1 	948	0	0	0	0	1	0	0	1	1	hsa-miR-199a-5p	0.0035	0.0260	0.1841	-0.01	-0.01	0.12	NULL
VIL1	ENST00000248444.5	villin 1 	390	0	0	0	0	1	0	1	0	2	hsa-miR-199a-5p	0.0017	0.0124	0.0791	-0.01	-0.05	< 0.1	NULL
FXYD3	ENST00000604404.1	FXYD domain containing ion transport regulator 3 	179	0	0	0	0	1	1	0	0	0	hsa-miR-199a-5p	0.0002	0.0016	0.0086	-0.01	-0.44	< 0.1	NULL
ACVR1C	ENST00000243349.8	activin A receptor, type IC 	27	0	0	0	0	1	0	0	1	1	hsa-miR-199a-5p	0.0048	0.0351	0.2435	-0.01	-0.02	< 0.1	NULL
SLC7A11	ENST00000280612.5	solute carrier family 7 (anionic amino acid transporter light chain, xc- system), member 11 	61	0	0	0	0	1	0	1	0	1	hsa-miR-199a-5p	0.0030	0.0214	0.1340	-0.01	-0.04	0.10	NULL
DUSP28	ENST00000405954.1	dual specificity phosphatase 28 	84	0	0	0	0	1	0	0	1	1	hsa-miR-199b-5p	0.0006	0.0046	0.0314	-0.01	-0.07	< 0.1	NULL
SEMA6A	ENST00000343348.6	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A 	106	0	0	0	0	1	0	1	0	1	hsa-miR-199a-5p	0.0034	0.0243	0.1590	-0.01	-0.13	0.23	2009, 2011
NPY4R	ENST00000374312.1	neuropeptide Y receptor Y4 	10	0	0	0	0	1	0	1	0	1	hsa-miR-199a-5p	0.0028	0.0203	0.1336	-0.01	-0.02	< 0.1	NULL
SYNM	ENST00000560674.1	synemin, intermediate filament protein 	36	0	0	0	0	1	0	0	1	3	hsa-miR-199a-5p	0.0071	0.0517	0.3367	-0.01	-0.02	< 0.1	NULL
TRPC4	ENST00000379705.3	transient receptor potential cation channel, subfamily C, member 4 	21	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0037	0.0267	0.1787	-0.01	-0.10	< 0.1	NULL
MICA	ENST00000449934.2	MHC class I polypeptide-related sequence A 	742	0	0	0	0	1	0	0	1	1	hsa-miR-199a-5p	0.0006	0.0043	0.0286	-0.01	-0.06	< 0.1	NULL
PDXK	ENST00000468090.1	pyridoxal (pyridoxine, vitamin B6) kinase 	5653	0	0	0	0	1	0	1	0	2	hsa-miR-199a-5p	0.0017	0.0119	0.0736	-0.01	-0.07	< 0.1	NULL
GID8	ENST00000266069.3	GID complex subunit 8 	515	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0019	0.0138	0.0838	-0.01	-0.03	< 0.1	NULL
NDUFA5	ENST00000471770.1	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 5 	28	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0015	0.0112	0.0796	-0.01	-0.02	< 0.1	NULL
AGAP2	ENST00000257897.3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2 	12	0	0	0	0	1	0	0	1	1	hsa-miR-199a-5p	0.0009	0.0066	0.0477	-0.01	-0.01	0.26	NULL
BSN	ENST00000296452.4	bassoon presynaptic cytomatrix protein 	31	0	0	0	0	1	0	0	1	2	hsa-miR-199a-5p	0.0047	0.0348	0.2474	-0.01	-0.01	0.17	NULL
KIAA1210	ENST00000402510.2	KIAA1210 	5	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0035	0.0257	0.1788	-0.01	-0.01	0.13	NULL
CNKSR3	ENST00000607772.1	CNKSR family member 3 	567	0	0	0	0	6	0	1	5	1	hsa-miR-199a-5p	0.0029	0.0209	0.1270	-0.01	-0.13	0.12	NULL
ZNF831	ENST00000371030.2	zinc finger protein 831 	5	0	0	0	0	1	0	0	1	2	hsa-miR-199a-5p	0.0045	0.0331	0.2313	-0.01	-0.01	0.11	NULL
ATXN2L	ENST00000336783.4	ataxin 2-like 	5	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0008	0.0056	0.0408	-0.01	-0.01	< 0.1	NULL
SOCS5	ENST00000306503.5	suppressor of cytokine signaling 5 	72	0	0	0	0	2	1	0	1	2	hsa-miR-199a-5p	0.0032	0.0233	0.1607	-0.01	-0.23	< 0.1	NULL
C2orf71	ENST00000331664.5	chromosome 2 open reading frame 71 	5	0	0	0	0	1	0	0	1	1	hsa-miR-199a-5p	0.0046	0.0334	0.2333	-0.01	-0.01	< 0.1	NULL
CD93	ENST00000246006.4	CD93 molecule 	5	0	0	0	0	1	0	0	1	1	hsa-miR-199a-5p	0.0023	0.0173	0.1236	-0.01	-0.01	< 0.1	NULL
THSD7A	ENST00000423059.4	thrombospondin, type I, domain containing 7A 	5	0	0	0	0	1	0	0	1	2	hsa-miR-199a-5p	0.0089	0.0650	0.4577	-0.01	-0.01	< 0.1	NULL
LGI3	ENST00000306317.2	leucine-rich repeat LGI family, member 3 	5	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0018	0.0129	0.0929	-0.01	-0.01	< 0.1	NULL
AQP2	ENST00000199280.3	aquaporin 2 (collecting duct) 	5	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0023	0.0170	0.1196	-0.01	-0.01	< 0.1	NULL
S1PR2	ENST00000590320.1	sphingosine-1-phosphate receptor 2 	10	0	0	0	0	1	0	0	1	1	hsa-miR-199a-5p	0.0013	0.0099	0.0710	-0.01	-0.01	< 0.1	NULL
PRKCB	ENST00000303531.7	protein kinase C, beta 	81	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0074	0.0529	0.3225	-0.01	-0.01	< 0.1	NULL
KCNQ3	ENST00000388996.4	potassium voltage-gated channel, KQT-like subfamily, member 3 	5	0	0	0	0	1	0	0	1	2	hsa-miR-199a-5p	0.0123	0.0898	0.5974	-0.01	-0.01	< 0.1	NULL
FAM83H	ENST00000388913.3	family with sequence similarity 83, member H 	39	0	0	0	0	1	0	0	1	2	hsa-miR-199a-5p	0.0034	0.0250	0.1753	-0.01	-0.01	< 0.1	NULL
LPHN1	ENST00000340736.6	latrophilin 1 	49	0	0	0	0	1	0	0	1	1	hsa-miR-199a-5p	0.0023	0.0170	0.1203	-0.01	-0.01	< 0.1	NULL
ADRA2B	ENST00000409345.3	adrenoceptor alpha 2B 	7	0	0	0	0	1	0	0	1	1	hsa-miR-199a-5p	0.0018	0.0133	0.0956	-0.01	-0.01	< 0.1	NULL
HOXB1	ENST00000239174.6	homeobox B1 	5	0	0	0	0	1	0	0	1	1	hsa-miR-199a-5p	0.0009	0.0068	0.0496	-0.01	-0.01	< 0.1	NULL
ZNF319	ENST00000299237.2	zinc finger protein 319 	521	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0003	0.0022	0.0160	-0.01	-0.01	< 0.1	NULL
ADSL	ENST00000216194.7	adenylosuccinate lyase 	2319	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0024	0.0173	0.1186	-0.01	-0.25	< 0.1	NULL
UBE2Z	ENST00000360943.5	ubiquitin-conjugating enzyme E2Z 	3688	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0012	0.0087	0.0628	-0.01	-0.01	< 0.1	NULL
HHIPL1	ENST00000330710.5	HHIP-like 1 	29	0	0	0	0	1	0	0	1	1	hsa-miR-199a-5p	0.0015	0.0111	0.0800	-0.01	-0.01	< 0.1	NULL
SLC25A45	ENST00000527174.1	solute carrier family 25, member 45 	67	0	0	0	0	1	0	0	1	2	hsa-miR-199a-5p	0.0027	0.0199	0.1403	-0.01	-0.01	< 0.1	NULL
FAM111A	ENST00000528737.1	family with sequence similarity 111, member A 	5	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0021	0.0153	0.1080	-0.01	-0.01	< 0.1	NULL
SHROOM3	ENST00000296043.6	shroom family member 3 	2841	0	0	0	0	1	0	0	1	1	hsa-miR-199a-5p	0.0062	0.0448	0.2928	-0.01	-0.02	< 0.1	NULL
SDK2	ENST00000392650.3	sidekick cell adhesion molecule 2 	8	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0049	0.0360	0.2407	-0.01	-0.01	< 0.1	NULL
TRIM62	ENST00000291416.5	tripartite motif containing 62 	28	0	0	0	0	1	0	0	1	1	hsa-miR-199a-5p	0.0015	0.0111	0.0786	-0.01	-0.01	< 0.1	NULL
RP11-766F14.2	ENST00000511828.1	Protein LOC285556  	5	0	0	0	0	1	0	0	1	1	hsa-miR-199a-5p	0.0093	0.0681	0.4614	-0.01	-0.01	< 0.1	NULL
SIPA1L3	ENST00000222345.6	signal-induced proliferation-associated 1 like 3 	1578	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0006	0.0047	0.0342	-0.01	-0.01	< 0.1	NULL
KCNB1	ENST00000371741.4	potassium voltage-gated channel, Shab-related subfamily, member 1 	5	0	0	0	0	1	0	0	1	3	hsa-miR-199a-5p	0.0124	0.0903	0.6042	-0.01	-0.01	< 0.1	NULL
SLFN13	ENST00000285013.6	schlafen family member 13 	11	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0065	0.0467	0.3016	-0.01	-0.01	< 0.1	NULL
MYO9B	ENST00000595618.1	myosin IXB 	413	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0019	0.0137	0.0960	-0.01	-0.01	< 0.1	NULL
ITGA9	ENST00000264741.5	integrin, alpha 9 	9	0	0	0	0	1	0	0	1	1	hsa-miR-199a-5p	0.0027	0.0200	0.1439	-0.01	-0.01	< 0.1	NULL
KIF13B	ENST00000524189.1	kinesin family member 13B 	17	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0023	0.0166	0.1183	-0.01	-0.01	< 0.1	NULL
RP11-1055B8.7	ENST00000307745.7	BAH and coiled-coil domain-containing protein 1  	247	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0019	0.0138	0.0970	-0.01	-0.01	< 0.1	NULL
CDH4	ENST00000360469.5	cadherin 4, type 1, R-cadherin (retinal) 	33	0	0	0	0	1	0	0	1	2	hsa-miR-199a-5p	0.0040	0.0297	0.2107	-0.01	-0.01	< 0.1	NULL
CDHR5	ENST00000397542.2	cadherin-related family member 5 	5	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0007	0.0049	0.0360	-0.01	-0.01	< 0.1	NULL
INPP5D	ENST00000455936.2	inositol polyphosphate-5-phosphatase, 145kDa 	22	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0015	0.0114	0.0810	-0.01	-0.01	< 0.1	NULL
IRF4	ENST00000380956.4	interferon regulatory factor 4 	10	0	0	0	0	1	0	0	1	1	hsa-miR-199a-5p	0.0032	0.0236	0.1644	-0.01	-0.01	< 0.1	NULL
SLC26A2	ENST00000286298.4	solute carrier family 26 (anion exchanger), member 2 	748	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0109	0.0791	0.5326	-0.01	-0.01	< 0.1	NULL
TMEM63C	ENST00000298351.4	transmembrane protein 63C 	13	0	0	0	0	1	0	0	1	1	hsa-miR-199a-5p	0.0021	0.0156	0.1109	-0.01	-0.01	< 0.1	NULL
SLC1A2	ENST00000278379.3	solute carrier family 1 (glial high affinity glutamate transporter), member 2 	5	0	0	0	0	1	0	0	1	1	hsa-miR-199a-5p	0.0089	0.0649	0.4469	-0.01	-0.01	< 0.1	NULL
KRT80	ENST00000313234.5	keratin 80 	617	0	0	0	0	1	0	0	1	2	hsa-miR-199a-5p	0.0032	0.0237	0.1659	-0.01	-0.01	< 0.1	NULL
GTF3C4	ENST00000372146.4	general transcription factor IIIC, polypeptide 4, 90kDa 	1598	0	0	0	0	1	0	0	1	2	hsa-miR-199a-5p	0.0060	0.0431	0.2749	-0.01	-0.01	< 0.1	NULL
KIAA1257	ENST00000265068.5	KIAA1257 	5	0	0	0	0	1	0	0	1	2	hsa-miR-199a-5p	0.0019	0.0142	0.1028	-0.01	-0.01	< 0.1	NULL
BICD2	ENST00000356884.6	bicaudal D homolog 2 (Drosophila) 	38	0	0	0	0	1	0	0	1	1	hsa-miR-199a-5p	0.0018	0.0136	0.0980	-0.01	-0.01	< 0.1	NULL
MFRP	ENST00000555262.1	membrane frizzled-related protein 	5	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0010	0.0073	0.0529	-0.01	-0.01	< 0.1	NULL
DNAJB2	ENST00000336576.5	DnaJ (Hsp40) homolog, subfamily B, member 2 	2187	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0026	0.0191	0.1336	-0.01	-0.01	< 0.1	NULL
NTSR1	ENST00000370501.3	neurotensin receptor 1 (high affinity) 	37	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0025	0.0180	0.1212	-0.01	-0.01	< 0.1	NULL
AL591479.1	ENST00000594172.1	Uncharacterized protein  	5	0	0	0	0	1	0	0	1	1	hsa-miR-199a-5p	0.0007	0.0052	0.0376	-0.01	-0.01	< 0.1	NULL
RAI1	ENST00000353383.1	retinoic acid induced 1 	277	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0025	0.0180	0.1287	-0.01	-0.01	< 0.1	NULL
CABP7	ENST00000216144.3	calcium binding protein 7 	12	1	0	0	1	0	0	0	0	0	hsa-miR-199a-5p	0.0014	0.0100	0.0719	-0.01	-0.01	< 0.1	2007
BTG1	ENST00000256015.3	B-cell translocation gene 1, anti-proliferative 	1677	1	0	1	0	1	1	0	0	0	hsa-miR-199a-5p	0.0049	0.0346	0.2214	-0.01	-0.63	0.55	2011
NLRP1	ENST00000262467.5	NLR family, pyrin domain containing 1 	547	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0051	0.0372	0.2573	-0.01	-0.01	< 0.1	NULL
TMEM180	ENST00000238936.4	transmembrane protein 180 	50	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0016	0.0115	0.0760	-0.01	-0.05	< 0.1	NULL
GRB2	ENST00000392563.1	growth factor receptor-bound protein 2 	2660	0	0	0	0	1	0	0	1	1	hsa-miR-199a-5p	0.0016	0.0117	0.0832	-0.01	-0.01	< 0.1	NULL
MDGA1	ENST00000297153.7	MAM domain containing glycosylphosphatidylinositol anchor 1 	240	0	0	0	0	1	0	0	1	2	hsa-miR-199a-5p	0.0069	0.0501	0.3403	-0.01	-0.01	< 0.1	NULL
KIRREL	ENST00000368172.1	kin of IRRE like (Drosophila) 	493	0	0	0	0	1	0	0	1	1	hsa-miR-199a-5p	0.0067	0.0490	0.3223	-0.01	-0.01	< 0.1	NULL
FADS2	ENST00000257261.6	fatty acid desaturase 2 	285	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0004	0.0033	0.0242	-0.01	-0.01	< 0.1	NULL
ZC3H7B	ENST00000352645.4	zinc finger CCCH-type containing 7B 	888	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0028	0.0208	0.1442	-0.01	-0.01	< 0.1	NULL
NCAM1	ENST00000316851.7	neural cell adhesion molecule 1 	19	0	0	0	0	1	0	0	1	1	hsa-miR-199a-5p	0.0010	0.0070	0.0499	-0.01	-0.04	< 0.1	NULL
MLST8	ENST00000301725.7	MTOR associated protein, LST8 homolog (S. cerevisiae) 	493	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0005	0.0036	0.0262	-0.01	-0.01	< 0.1	NULL
MOGS	ENST00000409065.1	mannosyl-oligosaccharide glucosidase 	184	0	0	0	0	1	0	0	1	4	hsa-miR-199a-5p	0.0023	0.0171	0.1217	-0.01	-0.01	< 0.1	NULL
TMEM9	ENST00000367334.5	transmembrane protein 9 	1769	0	0	0	0	1	0	0	1	2	hsa-miR-199a-5p	0.0005	0.0040	0.0283	-0.01	-0.04	< 0.1	NULL
CDC42BPG	ENST00000342711.5	CDC42 binding protein kinase gamma (DMPK-like) 	68	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0014	0.0106	0.0764	-0.01	-0.01	< 0.1	NULL
ERC1	ENST00000355446.5	ELKS/RAB6-interacting/CAST family member 1 	159	0	0	0	0	1	0	0	1	4	hsa-miR-199a-5p	0.0030	0.0218	0.1567	-0.01	-0.01	< 0.1	NULL
CLUAP1	ENST00000576634.1	clusterin associated protein 1 	99	0	0	0	0	1	0	0	1	1	hsa-miR-199a-5p	0.0025	0.0178	0.1085	-0.01	-0.07	< 0.1	NULL
CPSF6	ENST00000435070.2	cleavage and polyadenylation specific factor 6, 68kDa 	5819	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0047	0.0328	0.1931	-0.01	-0.18	0.21	2011
EPHA3	ENST00000494014.1	EPH receptor A3 	100	0	0	0	0	1	0	0	1	2	hsa-miR-199a-5p	0.0057	0.0417	0.2882	-0.01	-0.01	0.14	NULL
