Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
ARHGAP11A	ENST00000361627.3	Rho GTPase activating protein 11A 	410	2	2	0	0	0	hsa-miR-103a-2-5p				0	-0.12	N/A
NNMT	ENST00000535401.1	nicotinamide N-methyltransferase 	522	1	0	0	1	0	hsa-miR-103a-2-5p				0	-0.03	N/A
C3	ENST00000245907.6	complement component 3 	932	1	0	0	1	0	hsa-miR-103a-2-5p				0	-0.09	N/A
TMEM136	ENST00000529187.1	transmembrane protein 136 	344	1	0	0	1	0	hsa-miR-103a-2-5p				0	-0.05	N/A
GNG7	ENST00000382159.3	guanine nucleotide binding protein (G protein), gamma 7 	92	1	0	0	1	2	hsa-miR-103a-2-5p				0	-0.01	N/A
DNAJC10	ENST00000264065.7	DnaJ (Hsp40) homolog, subfamily C, member 10 	709	2	1	0	1	2	hsa-miR-103a-2-5p				0	-0.11	N/A
ASTN2	ENST00000341734.4	astrotactin 2 	39	1	0	1	0	1	hsa-miR-103a-2-5p				0	-0.02	N/A
RIMKLA	ENST00000431473.3	ribosomal modification protein rimK-like family member A 	100	1	0	0	1	2	hsa-miR-103a-2-5p				0	-0.01	N/A
DYRK4	ENST00000545342.1	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 4 	482	1	0	1	0	2	hsa-miR-103a-2-5p				0	-0.25	N/A
ERCC6L	ENST00000373657.1	excision repair cross-complementing rodent repair deficiency, complementation group 6-like 	82	1	0	1	0	0	hsa-miR-103a-2-5p				0	-0.02	N/A
GTPBP8	ENST00000383677.3	GTP-binding protein 8 (putative) 	326	1	0	0	1	4	hsa-miR-103a-2-5p				0	-0.13	N/A
HMGB2	ENST00000296503.5	high mobility group box 2 	8626	1	0	1	0	1	hsa-miR-103a-2-5p				0	-0.11	N/A
TOX3	ENST00000407228.3	TOX high mobility group box family member 3 	59	1	0	0	1	1	hsa-miR-103a-2-5p				0	-0.02	N/A
MYO6	ENST00000369981.3	myosin VI 	297	1	0	0	1	0	hsa-miR-103a-2-5p				0	-0.01	N/A
NAT10	ENST00000257829.3	N-acetyltransferase 10 (GCN5-related) 	132	2	0	1	1	0	hsa-miR-103a-2-5p				0	-0.03	N/A
LRRC47	ENST00000378251.1	leucine rich repeat containing 47 	168	1	0	0	1	0	hsa-miR-103a-2-5p				0	-0.01	N/A
FNDC3B	ENST00000336824.4	fibronectin type III domain containing 3B 	509	1	0	1	0	0	hsa-miR-103a-2-5p				0	-0.14	N/A
CDR1as	CDR1as	circular RNA CDR1as	1	1	0	1	0	0	hsa-miR-103a-2-5p				0	-0.85	N/A
ABHD5	ENST00000458276.2	abhydrolase domain containing 5 	884	1	0	0	1	0	hsa-miR-103a-2-5p				0	-0.10	N/A
UMPS	ENST00000232607.2	uridine monophosphate synthetase 	374	2	0	0	2	1	hsa-miR-103a-2-5p				0	-0.05	N/A
NCK1	ENST00000469404.1	NCK adaptor protein 1 	415	1	0	0	1	1	hsa-miR-103a-2-5p				0	-0.07	N/A
UBE2B	ENST00000265339.2	ubiquitin-conjugating enzyme E2B 	3421	1	0	1	0	0	hsa-miR-103a-2-5p				0	-0.06	N/A
ZDHHC5	ENST00000287169.3	zinc finger, DHHC-type containing 5 	1505	1	0	1	0	0	hsa-miR-103a-2-5p				0	-0.02	N/A
ZNF174	ENST00000268655.4	zinc finger protein 174 	787	1	0	0	1	0	hsa-miR-103a-2-5p				0	-0.09	N/A
LRP3	ENST00000253193.7	low density lipoprotein receptor-related protein 3 	135	1	0	0	1	0	hsa-miR-103a-2-5p				0	-0.02	N/A
APCDD1	ENST00000355285.5	adenomatosis polyposis coli down-regulated 1 	83	1	0	1	0	0	hsa-miR-103a-2-5p				0	-0.02	N/A
TSKU	ENST00000333090.4	tsukushi, small leucine rich proteoglycan 	293	1	0	0	1	1	hsa-miR-103a-2-5p				0	-0.01	N/A
LIG3	ENST00000378526.4	ligase III, DNA, ATP-dependent 	554	1	0	1	0	0	hsa-miR-103a-2-5p				0	-0.02	N/A
PLGRKT	ENST00000223864.2	plasminogen receptor, C-terminal lysine transmembrane protein 	821	3	0	1	2	0	hsa-miR-103a-2-5p				0	-0.30	N/A
ISL2	ENST00000290759.4	ISL LIM homeobox 2 	381	1	0	0	1	1	hsa-miR-103a-2-5p				0	-0.01	N/A
IFT74	ENST00000380062.5	intraflagellar transport 74 homolog (Chlamydomonas) 	246	1	0	1	0	0	hsa-miR-103a-2-5p				0	-0.09	N/A
CTSS	ENST00000368985.3	cathepsin S 	284	2	0	0	2	0	hsa-miR-103a-2-5p				0	-0.06	N/A
ROMO1	ENST00000374072.1	reactive oxygen species modulator 1 	1945	1	0	1	0	0	hsa-miR-103a-2-5p				0	-0.24	N/A
ZNF780A	ENST00000450241.2	zinc finger protein 780A 	44	1	0	0	1	1	hsa-miR-103a-2-5p				0	-0.01	N/A
USP24	ENST00000294383.6	ubiquitin specific peptidase 24 	306	1	0	1	0	0	hsa-miR-103a-2-5p				0	-0.02	N/A
EIF4EBP1	ENST00000338825.4	eukaryotic translation initiation factor 4E binding protein 1 	121	1	0	0	1	0	hsa-miR-103a-2-5p				0	-0.03	N/A
SLC29A3	ENST00000373189.5	solute carrier family 29 (equilibrative nucleoside transporter), member 3 	174	2	0	0	2	1	hsa-miR-103a-2-5p				0	-0.06	N/A
RPL13	ENST00000393099.3	ribosomal protein L13 	46038	1	0	0	1	2	hsa-miR-103a-2-5p				0	-0.04	N/A
SUSD1	ENST00000374263.3	sushi domain containing 1 	68	1	0	0	1	0	hsa-miR-103a-2-5p				0	-0.01	N/A
TNRC6C	ENST00000335749.4	trinucleotide repeat containing 6C 	248	1	0	0	1	0	hsa-miR-103a-2-5p				0	-0.02	N/A
COX6B1	ENST00000246554.3	cytochrome c oxidase subunit VIb polypeptide 1 (ubiquitous) 	1779	1	0	1	0	0	hsa-miR-103a-2-5p				0	-0.13	N/A
STX3	ENST00000535361.1	syntaxin 3 	564	1	0	0	1	1	hsa-miR-103a-2-5p				0	-0.07	N/A
LRRC14	ENST00000292524.1	leucine rich repeat containing 14 	469	1	0	1	0	0	hsa-miR-103a-2-5p				0	-0.02	N/A
FTO	ENST00000471389.1	fat mass and obesity associated 	240	3	1	0	2	2	hsa-miR-103a-2-5p				0	-0.05	N/A
DARS2	ENST00000361951.4	aspartyl-tRNA synthetase 2, mitochondrial 	422	1	0	1	0	0	hsa-miR-103a-2-5p				0	-0.02	N/A
SGOL1	ENST00000442720.1	shugoshin-like 1 (S. pombe) 	766	1	0	0	1	0	hsa-miR-103a-2-5p				0	-0.08	N/A
TSPAN3	ENST00000267970.4	tetraspanin 3 	9328	1	0	0	1	0	hsa-miR-103a-2-5p				0	-0.05	N/A
SCARB2	ENST00000264896.2	scavenger receptor class B, member 2 	5609	1	0	0	1	1	hsa-miR-103a-2-5p				0	-0.02	N/A
SRM	ENST00000376957.2	spermidine synthase 	46	1	0	0	1	0	hsa-miR-103a-2-5p				0	-0.01	N/A
TROAP	ENST00000257909.3	trophinin associated protein 	270	2	0	0	2	1	hsa-miR-103a-2-5p				0	-0.09	N/A
SIK2	ENST00000304987.3	salt-inducible kinase 2 	378	1	0	1	0	0	hsa-miR-103a-2-5p				0	-0.02	N/A
STK25	ENST00000316586.4	serine/threonine kinase 25 	699	1	0	0	1	1	hsa-miR-103a-2-5p				0	-0.09	N/A
ABCG1	ENST00000398457.2	ATP-binding cassette, sub-family G (WHITE), member 1 	64	2	0	0	2	0	hsa-miR-103a-2-5p				0	-0.02	N/A
SLC38A9	ENST00000396865.2	solute carrier family 38, member 9 	156	1	0	1	0	0	hsa-miR-103a-2-5p				0	-0.02	N/A
MBD2	ENST00000256429.3	methyl-CpG binding domain protein 2 	823	1*	0	0	0	2	hsa-miR-103a-2-5p				0	-0.12	N/A
PQLC1	ENST00000590381.1	PQ loop repeat containing 1 	1060	1	1	0	0	1	hsa-miR-103a-2-5p				0	-0.19	N/A
C12orf29	ENST00000356891.3	chromosome 12 open reading frame 29 	1322	1	0	0	1	0	hsa-miR-103a-2-5p				0	-0.06	N/A
RNF115	ENST00000369291.5	ring finger protein 115 	757	1	0	0	1	0	hsa-miR-103a-2-5p				0	-0.15	N/A
TMEM200C	ENST00000581347.2	transmembrane protein 200C 	54	1	0	0	1	1	hsa-miR-103a-2-5p				0	-0.01	N/A
GNB2L1	ENST00000514455.1	guanine nucleotide binding protein (G protein), beta polypeptide 2-like 1 	1980	1	0	0	1	0	hsa-miR-103a-2-5p				0	-0.17	N/A
C1orf27	ENST00000287859.6	chromosome 1 open reading frame 27 	222	1	0	0	1	0	hsa-miR-103a-2-5p				0	-0.04	N/A
IQSEC1	ENST00000273221.4	IQ motif and Sec7 domain 1 	415	1	0	1	0	0	hsa-miR-103a-2-5p				0	-0.02	N/A
CEP57	ENST00000325542.5	centrosomal protein 57kDa 	289	1	0	1	0	1	hsa-miR-103a-2-5p				0	-0.03	N/A
SRCAP	ENST00000262518.4	Snf2-related CREBBP activator protein 	643	1	0	0	1	0	hsa-miR-103a-2-5p				0	-0.01	N/A
TMEM72	ENST00000544540.1	transmembrane protein 72 	5	1	1	0	0	2	hsa-miR-103a-2-5p				0	-0.56	N/A
CPE	ENST00000402744.4	carboxypeptidase E 	282	1	1	0	0	1	hsa-miR-103a-2-5p				0	-0.06	N/A
ALDH6A1	ENST00000553458.1	aldehyde dehydrogenase 6 family, member A1 	196	1	0	1	0	0	hsa-miR-103a-2-5p				0	-0.02	N/A
PRR24	ENST00000552360.2	proline rich 24 	282	2	0	0	2	0	hsa-miR-103a-2-5p				0	-0.03	N/A
COA3	ENST00000328434.7	cytochrome c oxidase assembly factor 3 	576	1	0	0	1	0	hsa-miR-103a-2-5p				0	-0.12	N/A
PRSS23	ENST00000280258.5	protease, serine, 23 	10562	1	0	0	1	0	hsa-miR-103a-2-5p				0	-0.14	N/A
RNPEPL1	ENST00000270357.4	arginyl aminopeptidase (aminopeptidase B)-like 1 	239	2	0	1	1	0	hsa-miR-103a-2-5p				0	-0.04	N/A
VAMP4	ENST00000236192.7	vesicle-associated membrane protein 4 	282	2	0	1	1	1	hsa-miR-103a-2-5p				0	-0.05	N/A
VGLL2	ENST00000352536.3	vestigial like 2 (Drosophila) 	5	3	0	1	2	1	hsa-miR-103a-2-5p				0	-0.45	N/A
HMX1	ENST00000400677.3	H6 family homeobox 1 	171	1	0	0	1	0	hsa-miR-103a-2-5p				0	-0.01	N/A
SEC14L2	ENST00000312932.9	SEC14-like 2 (S. cerevisiae) 	187	1	0	1	0	0	hsa-miR-103a-2-5p				0	-0.02	N/A
TLK2	ENST00000582809.1	tousled-like kinase 2 	5	1	1	0	0	0	hsa-miR-103a-2-5p				0	-0.47	N/A
ZNF292	ENST00000369577.3	zinc finger protein 292 	230	1	1	0	0	0	hsa-miR-103a-2-5p				0	-0.03	N/A
CMBL	ENST00000296658.3	carboxymethylenebutenolidase homolog (Pseudomonas) 	2602	1	0	0	1	0	hsa-miR-103a-2-5p				0	-0.05	N/A
SMIM14	ENST00000295958.5	small integral membrane protein 14 	601	1	0	0	1	0	hsa-miR-103a-2-5p				0	-0.05	N/A
TOMM6	ENST00000398884.3	translocase of outer mitochondrial membrane 6 homolog (yeast) 	2735	1	0	1	0	0	hsa-miR-103a-2-5p				0	-0.11	N/A
MAGIX	ENST00000376338.3	MAGI family member, X-linked 	118	1	0	0	1	1	hsa-miR-103a-2-5p				0	-0.02	N/A
HLCS	ENST00000336648.4	holocarboxylase synthetase (biotin-(proprionyl-CoA-carboxylase (ATP-hydrolysing)) ligase) 	688	1	0	1	0	0	hsa-miR-103a-2-5p				0	-0.11	N/A
ALX1	ENST00000316824.3	ALX homeobox 1 	37	1	0	1	0	0	hsa-miR-103a-2-5p				0	-0.02	N/A
RP11-210M15.2	ENST00000559008.1	Uncharacterized protein  	5	4	1	2	1	1	hsa-miR-103a-2-5p				0	-0.48	N/A
VAPA	ENST00000400000.2	VAMP (vesicle-associated membrane protein)-associated protein A, 33kDa 	2926	1	0	1	0	0	hsa-miR-103a-2-5p				0	-0.05	N/A
CHST12	ENST00000258711.6	carbohydrate (chondroitin 4) sulfotransferase 12 	6204	1	0	0	1	0	hsa-miR-103a-2-5p				0	-0.07	N/A
TGIF2LX	ENST00000283891.5	TGFB-induced factor homeobox 2-like, X-linked 	5	1	1	0	0	0	hsa-miR-103a-2-5p				0	-0.41	N/A
BRD9	ENST00000323510.4	bromodomain containing 9 	281	2	0	2	0	0	hsa-miR-103a-2-5p				0	-0.07	N/A
CDS2	ENST00000460006.1	CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 2 	782	1	0	0	1	0	hsa-miR-103a-2-5p				0	-0.02	N/A
RNF213	ENST00000582970.1	ring finger protein 213 	630	2	1	0	1	0	hsa-miR-103a-2-5p				0	-0.10	N/A
CLN8	ENST00000331222.4	ceroid-lipofuscinosis, neuronal 8 (epilepsy, progressive with mental retardation) 	122	1	0	0	1	1	hsa-miR-103a-2-5p				0	-0.01	N/A
SIPA1	ENST00000534313.1	signal-induced proliferation-associated 1 	424	2	0	1	1	0	hsa-miR-103a-2-5p				0	-0.03	N/A
FAM210A	ENST00000322247.3	family with sequence similarity 210, member A 	222	1	0	0	1	1	hsa-miR-103a-2-5p				0	-0.01	N/A
FAM188A	ENST00000378036.1	family with sequence similarity 188, member A 	326	1	0	0	1	1	hsa-miR-103a-2-5p				0	-0.15	N/A
PAPD5	ENST00000357464.3	PAP associated domain containing 5 	152	1	0	1	0	0	hsa-miR-103a-2-5p				0	-0.02	N/A
SEC31B	ENST00000370345.3	SEC31 homolog B (S. cerevisiae) 	43	1	0	1	0	0	hsa-miR-103a-2-5p				0	-0.02	N/A
SLC45A4	ENST00000519067.1	solute carrier family 45, member 4 	418	1	0	0	1	0	hsa-miR-103a-2-5p				0	-0.01	N/A
CTNNBL1	ENST00000361383.6	catenin, beta like 1 	206	1	0	0	1	1	hsa-miR-103a-2-5p				0	-0.04	N/A
TMOD3	ENST00000308580.7	tropomodulin 3 (ubiquitous) 	1533	1	0	0	1	0	hsa-miR-103a-2-5p				0	-0.16	N/A
HMGN3	ENST00000275036.7	high mobility group nucleosomal binding domain 3 	2124	2	0	1	1	0	hsa-miR-103a-2-5p				0	-0.12	N/A
TRMT5	ENST00000261249.6	tRNA methyltransferase 5 	192	1	0	0	1	0	hsa-miR-103a-2-5p				0	-0.01	N/A
ZNF607	ENST00000355202.4	zinc finger protein 607 	667	2	1	1	0	0	hsa-miR-103a-2-5p				0	-0.09	N/A
TBL2	ENST00000305632.5	transducin (beta)-like 2 	990	1	0	0	1	1	hsa-miR-103a-2-5p				0	-0.33	N/A
PIGP	ENST00000360525.4	phosphatidylinositol glycan anchor biosynthesis, class P 	1621	3	0	1	2	0	hsa-miR-103a-2-5p				0	-0.20	N/A
C10orf88	ENST00000481909.1	chromosome 10 open reading frame 88 	269	1	0	1	0	0	hsa-miR-103a-2-5p				0	-0.06	N/A
BCL10	ENST00000370580.1	B-cell CLL/lymphoma 10 	2090	2	1	0	1	0	hsa-miR-103a-2-5p				0	-0.23	N/A
WDR37	ENST00000358220.1	WD repeat domain 37 	107	1	0	1	0	2	hsa-miR-103a-2-5p				0	-0.02	N/A
RRN3	ENST00000198767.6	RRN3 RNA polymerase I transcription factor homolog (S. cerevisiae) 	470	1	0	0	1	0	hsa-miR-103a-2-5p				0	-0.01	N/A
EXOC3	ENST00000512944.1	exocyst complex component 3 	463	1	0	0	1	0	hsa-miR-103a-2-5p				0	-0.04	N/A
IARS2	ENST00000366922.1	isoleucyl-tRNA synthetase 2, mitochondrial 	2978	1	1	0	0	0	hsa-miR-103a-2-5p				0	-0.29	N/A
SHB	ENST00000377707.3	Src homology 2 domain containing adaptor protein B 	1436	1	0	1	0	1	hsa-miR-103a-2-5p				0	-0.02	N/A
CMC1	ENST00000466830.1	COX assembly mitochondrial protein 1 homolog (S. cerevisiae) 	1203	1	0	1	0	2	hsa-miR-103a-2-5p				0	-0.18	N/A
OTUB2	ENST00000203664.5	OTU domain, ubiquitin aldehyde binding 2 	110	1	0	0	1	1	hsa-miR-103a-2-5p				0	-0.01	N/A
JAG2	ENST00000331782.3	jagged 2 	68	1	0	0	1	0	hsa-miR-103a-2-5p				0	-0.01	N/A
RNF139	ENST00000303545.3	ring finger protein 139 	237	1	0	0	1	0	hsa-miR-103a-2-5p				0	-0.07	N/A
TBC1D1	ENST00000261439.4	TBC1 (tre-2/USP6, BUB2, cdc16) domain family, member 1 	150	1	0	0	1	0	hsa-miR-103a-2-5p				0	-0.01	N/A
STARD3NL	ENST00000009041.7	STARD3 N-terminal like 	1911	2	1	1	0	0	hsa-miR-103a-2-5p				0	-0.40	N/A
MAPK8IP2	ENST00000399908.2	mitogen-activated protein kinase 8 interacting protein 2 	88	1	0	0	1	1	hsa-miR-103a-2-5p				0	-0.01	N/A
PLAA	ENST00000397292.3	phospholipase A2-activating protein 	416	1	1	0	0	1	hsa-miR-103a-2-5p				0	-0.03	N/A
ORC4	ENST00000392857.5	origin recognition complex, subunit 4 	1180	1	0	0	1	0	hsa-miR-103a-2-5p				0	-0.07	N/A
ACP6	ENST00000369238.6	acid phosphatase 6, lysophosphatidic 	657	2	1	0	1	0	hsa-miR-103a-2-5p				0	-0.09	N/A
PRIM1	ENST00000338193.6	primase, DNA, polypeptide 1 (49kDa) 	178	1	0	0	1	0	hsa-miR-103a-2-5p				0	-0.01	N/A
LRRC6	ENST00000519595.1	leucine rich repeat containing 6 	5	1	1	0	0	1	hsa-miR-103a-2-5p				0	-0.35	N/A
NUPL2	ENST00000258742.5	nucleoporin like 2 	1714	1	0	0	1	0	hsa-miR-103a-2-5p				0	-0.08	N/A
HBS1L	ENST00000367837.5	HBS1-like (S. cerevisiae) 	2367	1	1	0	0	1	hsa-miR-103a-2-5p				0	-0.29	N/A
TXNL1	ENST00000217515.6	thioredoxin-like 1 	1779	2	0	0	2	1	hsa-miR-103a-2-5p				0	-0.07	N/A
TACO1	ENST00000258975.6	translational activator of mitochondrially encoded cytochrome c oxidase I 	755	1	0	1	0	0	hsa-miR-103a-2-5p				0	-0.03	N/A
FHL2	ENST00000409177.1	four and a half LIM domains 2 	3097	3	0	1	2	0	hsa-miR-103a-2-5p				0	-0.21	N/A
SERPINA4	ENST00000555095.1	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 4 	203	1	0	0	1	2	hsa-miR-103a-2-5p				0	-0.02	N/A
CYB5B	ENST00000512062.1	cytochrome b5 type B (outer mitochondrial membrane) 	2472	1	1	0	0	0	hsa-miR-103a-2-5p				0	-0.21	N/A
POC1A	ENST00000296484.2	POC1 centriolar protein A 	1025	1	0	1	0	1	hsa-miR-103a-2-5p				0	-0.02	N/A
MRPL36	ENST00000505059.2	mitochondrial ribosomal protein L36 	506	1	0	1	0	1	hsa-miR-103a-2-5p				0	-0.07	N/A
IL17RA	ENST00000319363.6	interleukin 17 receptor A 	685	2	1	0	1	1	hsa-miR-103a-2-5p				0	-0.07	N/A
QDPR	ENST00000508623.1	quinoid dihydropteridine reductase 	4326	1	0	0	1	0	hsa-miR-103a-2-5p				0	-0.07	N/A
ZNF189	ENST00000374861.3	zinc finger protein 189 	202	2	0	0	2	0	hsa-miR-103a-2-5p				0	-0.02	N/A
GAGE1	ENST00000381700.6	G antigen 1 	5	1	1	0	0	0	hsa-miR-103a-2-5p				0	-0.30	N/A
YWHAZ	ENST00000395957.2	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide 	184	1	0	0	1	0	hsa-miR-103a-2-5p				0	-0.01	N/A
PAX6	ENST00000419022.1	paired box 6 	191	1	0	1	0	1	hsa-miR-103a-2-5p				0	-0.02	N/A
COX15	ENST00000016171.5	cytochrome c oxidase assembly homolog 15 (yeast) 	984	2	0	0	2	0	hsa-miR-103a-2-5p				0	-0.05	N/A
TCIRG1	ENST00000265686.3	T-cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 subunit A3 	2756	1	0	0	1	2	hsa-miR-103a-2-5p				0	-0.01	N/A
DNAJC14	ENST00000357606.3	DnaJ (Hsp40) homolog, subfamily C, member 14 	1293	1	0	1	0	1	hsa-miR-103a-2-5p				0	-0.11	N/A
ACTR3	ENST00000263238.2	ARP3 actin-related protein 3 homolog (yeast) 	816	1	0	0	1	0	hsa-miR-103a-2-5p				0	-0.04	N/A
RPL5	ENST00000370321.3	ribosomal protein L5 	2792	1	1	0	0	0	hsa-miR-103a-2-5p				0	-0.50	N/A
TSHR	ENST00000541158.2	thyroid stimulating hormone receptor 	5	1	1	0	0	1	hsa-miR-103a-2-5p				0	-0.29	N/A
LUM	ENST00000266718.4	lumican 	3142	1	0	1	0	0	hsa-miR-103a-2-5p				0	-0.10	N/A
CNTD1	ENST00000588408.1	cyclin N-terminal domain containing 1 	7	2	1	0	1	1	hsa-miR-103a-2-5p				0	-0.44	N/A
PAGR1	ENST00000609618.1	PAXIP1-associated glutamate-rich protein 1  	2452	1	0	0	1	1	hsa-miR-103a-2-5p				0	-0.01	N/A
GNB1L	ENST00000329517.6	guanine nucleotide binding protein (G protein), beta polypeptide 1-like 	210	1	0	1	0	2	hsa-miR-103a-2-5p				0	-0.02	N/A
OBFC1	ENST00000224950.3	oligonucleotide/oligosaccharide-binding fold containing 1 	184	2	0	2	0	1	hsa-miR-103a-2-5p				0	-0.09	N/A
MELK	ENST00000536987.1	maternal embryonic leucine zipper kinase 	5978	2	0	1	1	0	hsa-miR-103a-2-5p				0	-0.16	N/A
CEP63	ENST00000337090.3	centrosomal protein 63kDa 	191	1	0	0	1	0	hsa-miR-103a-2-5p				0	-0.02	N/A
RBM46	ENST00000514866.1	RNA binding motif protein 46 	5	2	0	1	1	0	hsa-miR-103a-2-5p				0	-0.20	N/A
WNK1	ENST00000315939.6	WNK lysine deficient protein kinase 1 	950	1	0	1	0	0	hsa-miR-103a-2-5p				0	-0.02	N/A
AKR7A2	ENST00000235835.3	aldo-keto reductase family 7, member A2 (aflatoxin aldehyde reductase) 	1134	4	2	1	1	4	hsa-miR-103a-2-5p				0	-0.09	N/A
S1PR1	ENST00000305352.6	sphingosine-1-phosphate receptor 1 	251	1	1	0	0	1	hsa-miR-103a-2-5p				0	-0.04	N/A
ADO	ENST00000373783.1	2-aminoethanethiol (cysteamine) dioxygenase 	686	2	2	0	0	1	hsa-miR-103a-2-5p				0	-0.13	N/A
TFPI2	ENST00000222543.5	tissue factor pathway inhibitor 2 	11151	1	0	0	1	0	hsa-miR-103a-2-5p				0	-0.17	N/A
TTC7A	ENST00000319190.5	tetratricopeptide repeat domain 7A 	400	1	0	1	0	0	hsa-miR-103a-2-5p				0	-0.02	N/A
EBNA1BP2	ENST00000431635.2	EBNA1 binding protein 2 	930	1	0	1	0	1	hsa-miR-103a-2-5p				0	-0.07	N/A
AGFG2	ENST00000262935.4	ArfGAP with FG repeats 2 	3985	1	0	1	0	0	hsa-miR-103a-2-5p				0	-0.04	N/A
ERP44	ENST00000262455.6	endoplasmic reticulum protein 44 	1530	1	0	0	1	0	hsa-miR-103a-2-5p				0	-0.03	N/A
ITGA1	ENST00000282588.6	integrin, alpha 1 	400	1	1	0	0	1	hsa-miR-103a-2-5p				0	-0.03	N/A
MXD4	ENST00000337190.2	MAX dimerization protein 4 	1173	1	0	0	1	0	hsa-miR-103a-2-5p				0	-0.06	N/A
PCDH11X	ENST00000504220.2	protocadherin 11 X-linked 	5	1	0	0	1	1	hsa-miR-103a-2-5p				0	-0.20	N/A
EIF2B3	ENST00000360403.2	eukaryotic translation initiation factor 2B, subunit 3 gamma, 58kDa 	901	1	0	0	1	0	hsa-miR-103a-2-5p				0	-0.06	N/A
SMARCA5	ENST00000283131.3	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5 	478	1	0	0	1	0	hsa-miR-103a-2-5p				0	-0.04	N/A
TPD52L1	ENST00000368388.2	tumor protein D52-like 1 	1169	1	0	0	1	0	hsa-miR-103a-2-5p				0	-0.11	N/A
CAD	ENST00000264705.4	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase 	689	1	0	0	1	0	hsa-miR-103a-2-5p				0	-0.02	N/A
KCMF1	ENST00000409785.4	potassium channel modulatory factor 1 	1285	1	0	0	1	1	hsa-miR-103a-2-5p				0	-0.04	N/A
CCNT2	ENST00000295238.6	cyclin T2 	381	1	0	0	1	0	hsa-miR-103a-2-5p				0	-0.01	N/A
COLEC10	ENST00000332843.2	collectin sub-family member 10 (C-type lectin) 	5	1	1	0	0	1	hsa-miR-103a-2-5p				0	-0.21	N/A
SLC22A2	ENST00000366953.3	solute carrier family 22 (organic cation transporter), member 2 	5	1	1	0	0	0	hsa-miR-103a-2-5p				0	-0.23	N/A
SLC1A5	ENST00000542575.2	solute carrier family 1 (neutral amino acid transporter), member 5 	681	1	0	1	0	0	hsa-miR-103a-2-5p				0	-0.02	N/A
UGT2B4	ENST00000305107.6	UDP glucuronosyltransferase 2 family, polypeptide B4 	5	2	0	1	1	1	hsa-miR-103a-2-5p				0	-0.24	N/A
CCNG1	ENST00000340828.2	cyclin G1 	1547	1	0	1	0	0	hsa-miR-103a-2-5p				0	-0.18	N/A
FNDC5	ENST00000496770.1	fibronectin type III domain containing 5 	5	1	0	0	1	3	hsa-miR-103a-2-5p				0	-0.15	N/A
MGAT4C	ENST00000604798.1	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme C (putative) 	5	1	1	0	0	0	hsa-miR-103a-2-5p				0	-0.17	N/A
ZNF641	ENST00000301042.3	zinc finger protein 641 	87	1	0	0	1	0	hsa-miR-103a-2-5p				0	-0.01	N/A
MRTO4	ENST00000330263.4	mRNA turnover 4 homolog (S. cerevisiae) 	2127	2*	0	0	1	1	hsa-miR-103a-2-5p				0	-0.03	N/A
SARDH	ENST00000371872.4	sarcosine dehydrogenase 	355	1	0	0	1	0	hsa-miR-103a-2-5p				0	-0.01	N/A
GABRB1	ENST00000295454.3	gamma-aminobutyric acid (GABA) A receptor, beta 1 	5	2	1	1	0	1	hsa-miR-103a-2-5p				0	-0.14	N/A
DSN1	ENST00000426836.1	DSN1, MIS12 kinetochore complex component 	350	1	0	0	1	0	hsa-miR-103a-2-5p				0	-0.07	N/A
FOXD1	ENST00000499003.3	forkhead box D1 	423	1	0	1	0	0	hsa-miR-103a-2-5p				0	-0.04	N/A
AKAP6	ENST00000557272.1	A kinase (PRKA) anchor protein 6 	5	1	0	0	1	1	hsa-miR-103a-2-5p				0	-0.15	N/A
FARSB	ENST00000281828.6	phenylalanyl-tRNA synthetase, beta subunit 	1883	1	0	1	0	1	hsa-miR-103a-2-5p				0	-0.05	N/A
ZNF423	ENST00000561648.1	zinc finger protein 423 	170	1	0	0	1	2	hsa-miR-103a-2-5p				0	-0.01	N/A
CAND1	ENST00000545606.1	cullin-associated and neddylation-dissociated 1 	1568	1	0	1	0	0	hsa-miR-103a-2-5p				0	-0.02	N/A
TMEM252	ENST00000377311.3	transmembrane protein 252 	5	1	0	1	0	0	hsa-miR-103a-2-5p				0	-0.17	N/A
MRPL17	ENST00000288937.6	mitochondrial ribosomal protein L17 	1447	1	0	0	1	1	hsa-miR-103a-2-5p				0	-0.01	N/A
CD36	ENST00000447544.2	CD36 molecule (thrombospondin receptor) 	5	2	0	1	1	0	hsa-miR-103a-2-5p				0	-0.14	N/A
